정류장번호,정류장명,위도,경도,도시명,reason,detail
GGB161000051,(구)국제여객터미널,37.45265,126.59775,인천광역시,outside_region,contained:인천광역시
GGB161000052,(구)국제여객터미널,37.4523667,126.5979333,인천광역시,outside_region,contained:인천광역시
GGB168000096,(주)경인양행앞,37.4990333,126.6653667,인천광역시,outside_region,contained:인천광역시
GGB168000097,(주)경인양행앞,37.4993167,126.66675,인천광역시,outside_region,contained:인천광역시
GGB165000029,(주)창원,37.3937,126.6992333,인천광역시,outside_region,contained:인천광역시
GGB165000030,(주)창원,37.3941167,126.6989667,인천광역시,outside_region,contained:인천광역시
GGB166000895,17사단.다임메가타운,37.4816,126.7463667,인천광역시,outside_region,contained:인천광역시
GGB168000642,1차풍림아이원,37.6147833,126.6576667,인천광역시,outside_region,contained:인천광역시
GGB166000159,2001아울렛,37.49065,126.712,인천광역시,outside_region,contained:인천광역시
GGB166000162,2001아울렛,37.4910833,126.7127,인천광역시,outside_region,contained:인천광역시
GGB168000584,2차풍림아이원,37.6131833,126.6606333,인천광역시,outside_region,contained:인천광역시
GGB277100072,5번교차로(미정차),34.8910333,128.6179833,,outside_region,far
GGB163000577,6공단사거리,37.4739,126.6680333,인천광역시,outside_region,contained:인천광역시
GGB163000442,6공단입구,37.4695667,126.6799667,인천광역시,outside_region,contained:인천광역시
GGB163000443,6공단입구,37.4698167,126.6798,인천광역시,outside_region,contained:인천광역시
GGB168001224,GS칼텍스,37.50685,126.6402833,인천광역시,outside_region,contained:인천광역시
GGB168000008,KG스틸,37.4806833,126.6726667,인천광역시,outside_region,contained:인천광역시
GGB166000384,KT부평지사,37.5038667,126.7121167,인천광역시,outside_region,contained:인천광역시
GGB166000381,KT부평지사,37.5036667,126.71155,인천광역시,outside_region,contained:인천광역시
GGB169000523,KT온수분국,37.6389333,126.4833167,인천광역시,outside_region,contained:인천광역시
GGB168001264,LG마그나,37.55525,126.6445167,인천광역시,outside_region,contained:인천광역시
GGB168001029,LG마그나,37.5549333,126.6443,인천광역시,outside_region,contained:인천광역시
GGB168000297,LG전자(주),37.5561833,126.6414333,인천광역시,outside_region,contained:인천광역시
GGB168001230,SK.GS주유소,37.4928,126.6608833,인천광역시,outside_region,contained:인천광역시
GGB168001231,SK.GS주유소,37.4927833,126.6612833,인천광역시,outside_region,contained:인천광역시
GGB161000636,SKLPG충전사업소,37.4487333,126.6022333,인천광역시,outside_region,contained:인천광역시
GGB161000638,SKLPG충전사업소,37.44885,126.6019333,인천광역시,outside_region,contained:인천광역시
GGB168000956,SK주유소,37.5120667,126.6490667,인천광역시,outside_region,contained:인천광역시
GGB161000085,SK충전소,37.4562667,126.6083,인천광역시,outside_region,contained:인천광역시
GGB164000645,e편한세상109동앞,37.4093667,126.6166833,인천광역시,outside_region,contained:인천광역시
GGB164000622,e편한세상109동앞,37.40965,126.61685,인천광역시,outside_region,contained:인천광역시
GGB167000038,e편한세상계양,37.52795,126.7137167,인천광역시,outside_region,contained:인천광역시
GGB167000037,e편한세상계양,37.5277667,126.7135833,인천광역시,outside_region,contained:인천광역시
GGB164000626,e편한세상정문,37.4136333,126.6171,인천광역시,outside_region,contained:인천광역시
GGB163000455,가구단지사거리,37.4809333,126.6565,인천광역시,outside_region,contained:인천광역시
GGB163000456,가구단지사거리,37.4811333,126.65615,인천광역시,outside_region,contained:인천광역시
GGB168000072,가구전시장,37.4958667,126.6671833,인천광역시,outside_region,contained:인천광역시
GGB168000074,가구전시장,37.4960833,126.66705,인천광역시,outside_region,contained:인천광역시
GGB168000078,가림고등학교,37.4924167,126.6805,인천광역시,outside_region,contained:인천광역시
GGB277103032,가산IC(미정차),36.0953167,128.5336167,경상북도 칠곡군,outside_region,far
GGB277103031,가산IC(미정차),36.0960667,128.5331667,경상북도 칠곡군,outside_region,far
GGB168000807,가야,37.5878333,126.5993833,인천광역시,outside_region,contained:인천광역시
GGB168000808,가야,37.5877167,126.59915,인천광역시,outside_region,contained:인천광역시
GGB168001118,가원초등학교,37.5286667,126.6628667,인천광역시,outside_region,contained:인천광역시
GGB168000952,가원초등학교,37.5292,126.6625,인천광역시,outside_region,contained:인천광역시
GGB359500060,가은터미널,36.6467667,128.06195,경상북도 문경시,outside_region,far
GGB168000042,가재울사거리,37.4866333,126.6793167,인천광역시,outside_region,contained:인천광역시
GGB168000039,가재울사거리,37.4861833,126.67925,인천광역시,outside_region,contained:인천광역시
GGB168001075,가정(루원시티)역,37.5245167,126.6742,인천광역시,outside_region,contained:인천광역시
GGB168001078,가정(루원시티)역,37.5250667,126.6737167,인천광역시,outside_region,contained:인천광역시
GGB168001050,가정(루원시티)역(중),37.5246333,126.6744167,인천광역시,outside_region,contained:인천광역시
GGB168001051,가정(루원시티)역(중),37.5248333,126.6750667,인천광역시,outside_region,contained:인천광역시
GGB168000226,가정3동성당,37.5188333,126.6822167,인천광역시,outside_region,contained:인천광역시
GGB168001041,가정LH3단지정문앞,37.5310667,126.6658167,인천광역시,outside_region,contained:인천광역시
GGB168000200,가정고등학교,37.51285,126.67875,인천광역시,outside_region,contained:인천광역시
GGB168000203,가정고등학교,37.51295,126.6789833,인천광역시,outside_region,contained:인천광역시
GGB168001120,가정보금자리(중),37.5282333,126.66275,인천광역시,outside_region,contained:인천광역시
GGB168001119,가정보금자리(중),37.52745,126.6625333,인천광역시,outside_region,contained:인천광역시
GGB168000219,가정중앙시장역,37.51785,126.6766333,인천광역시,outside_region,contained:인천광역시
GGB168000215,가정중앙시장역,37.5178667,126.6767833,인천광역시,outside_region,contained:인천광역시
GGB168000075,가좌3동행정복지센터,37.4921333,126.6801667,인천광역시,outside_region,contained:인천광역시
GGB168000062,가좌4동행정복지센터,37.4889833,126.6839667,인천광역시,outside_region,contained:인천광역시
GGB168000060,가좌고등학교,37.4901167,126.6803667,인천광역시,outside_region,contained:인천광역시
GGB168000061,가좌고등학교,37.4901667,126.6800333,인천광역시,outside_region,contained:인천광역시
GGB168000945,가좌공단,37.4946,126.6503333,인천광역시,outside_region,contained:인천광역시
GGB168000526,가좌공단,37.49445,126.6484333,인천광역시,outside_region,contained:인천광역시
GGB168000055,가좌교회,37.4882333,126.68215,인천광역시,outside_region,contained:인천광역시
GGB168000057,가좌교회,37.4887167,126.6826,인천광역시,outside_region,contained:인천광역시
GGB168000939,가좌동차고,37.49215,126.6511333,인천광역시,outside_region,contained:인천광역시
GGB168000522,가좌동차고지,37.4921,126.6499167,인천광역시,outside_region,contained:인천광역시
GGB168000090,가좌두산위브104동앞,37.4921833,126.6869833,인천광역시,outside_region,contained:인천광역시
GGB168000100,가좌진주아파트,37.49525,126.6824,인천광역시,outside_region,contained:인천광역시
GGB168000070,가좌초등학교,37.48995,126.6851,인천광역시,outside_region,contained:인천광역시
GGB168000069,가좌초등학교,37.4900833,126.6848167,인천광역시,outside_region,contained:인천광역시
GGB163000457,가좌테니스장,37.4743833,126.6783667,인천광역시,outside_region,contained:인천광역시
GGB163000454,가좌테니스장,37.4742833,126.6781167,인천광역시,outside_region,contained:인천광역시
GGB168000133,가좌현대아파트,37.49765,126.6855,인천광역시,outside_region,contained:인천광역시
GGB168000130,가좌현대아파트,37.4972167,126.6854167,인천광역시,outside_region,contained:인천광역시
GGB168000631,가좌환경사업소,37.4979,126.6477833,인천광역시,outside_region,contained:인천광역시
GGB168000734,가현오일뱅크,37.6153333,126.6388333,인천광역시,outside_region,contained:인천광역시
GGB168000722,가현중학교,37.5213,126.6689667,인천광역시,outside_region,contained:인천광역시
GGB165000414,간석사거리,37.4603833,126.7202167,인천광역시,outside_region,contained:인천광역시
GGB165000413,간석사거리,37.4604167,126.71985,인천광역시,outside_region,contained:인천광역시
GGB165000430,간석사거리,37.4615167,126.7204333,인천광역시,outside_region,contained:인천광역시
GGB165000422,간석사거리(상인천중학교),37.4614667,126.7189333,인천광역시,outside_region,contained:인천광역시
GGB165000426,간석사거리(상인천중학교),37.4619167,126.7186667,인천광역시,outside_region,contained:인천광역시
GGB165000437,간석시장,37.46395,126.7138167,인천광역시,outside_region,contained:인천광역시
GGB165000436,간석시장,37.4636667,126.7152333,인천광역시,outside_region,contained:인천광역시
GGB165000460,간석오거리,37.4695833,126.7081667,인천광역시,outside_region,contained:인천광역시
GGB165000444,간석오거리(교원공제조합),37.46535,126.71105,인천광역시,outside_region,contained:인천광역시
GGB165000447,간석오거리역(7번출구),37.4671667,126.7064167,인천광역시,outside_region,contained:인천광역시
GGB165000449,간석오거리역(8번출구),37.4674833,126.7065167,인천광역시,outside_region,contained:인천광역시
GGB168000347,간재울초등학교,37.56065,126.6730667,인천광역시,outside_region,contained:인천광역시
GGB166000652,갈산동천주교회,37.5188833,126.7326,인천광역시,outside_region,contained:인천광역시
GGB166000650,갈산동천주교회맞은편,37.5188667,126.7322,인천광역시,outside_region,contained:인천광역시
GGB166000544,갈산두산아파트,37.51075,126.7261,인천광역시,outside_region,contained:인천광역시
GGB166000635,갈산새마을금고,37.5179167,126.7295333,인천광역시,outside_region,contained:인천광역시
GGB166000628,갈산시장,37.5179167,126.7263,인천광역시,outside_region,contained:인천광역시
GGB166000629,갈산시장.갈산도서관,37.51785,126.7276167,인천광역시,outside_region,contained:인천광역시
GGB166000602,갈산역,37.5169,126.72265,인천광역시,outside_region,contained:인천광역시
GGB166000601,갈산역,37.5166667,126.7226,인천광역시,outside_region,contained:인천광역시
GGB166000604,갈산역(1번출구),37.5173833,126.7218,인천광역시,outside_region,contained:인천광역시
GGB166000606,갈산역(부평4공단)4번출구,37.5174333,126.7213167,인천광역시,outside_region,contained:인천광역시
GGB166000813,갈산주공1단지105동,37.5143333,126.7317667,인천광역시,outside_region,contained:인천광역시
GGB166000577,갈산주공2단지,37.5131,126.7260333,인천광역시,outside_region,contained:인천광역시
GGB167000352,갈현동마을,37.5817833,126.7272333,인천광역시,outside_region,contained:인천광역시
GGB167000351,갈현동마을,37.5816833,126.7269833,인천광역시,outside_region,contained:인천광역시
GGB277101407,감곡IC(미정차),37.1245,127.6697667,충청북도 음성군,outside_region,contained:충청북도
GGB277101408,감곡IC(미정차),37.1245,127.6704667,충청북도 음성군,outside_region,contained:충청북도
GGB277101409,감곡TG(미정차),37.1215333,127.6668833,충청북도 음성군,outside_region,contained:충청북도
GGB277101410,감곡TG(미정차),37.1213667,127.6670833,충청북도 음성군,outside_region,contained:충청북도
GGB281500140,감곡공용정류장,37.1175667,127.6432,충청북도 음성군,outside_region,contained:충청북도
GGB281500030,감곡공용정류장,37.1175333,127.6432667,충청북도 음성군,outside_region,contained:충청북도
GGB500000106,감곡터미널,37.1176833,127.6430167,충청북도 음성군,outside_region,contained:충청북도
GGB277101899,감곡터미널출발(미정차),37.1188667,127.6397833,충청북도 음성군,outside_region,contained:충청북도
GGB168000172,강남시장,37.5119167,126.6725,인천광역시,outside_region,contained:인천광역시
GGB168000173,강남시장,37.5119,126.6727167,인천광역시,outside_region,contained:인천광역시
GGB277101319,강릉IC(미정차),37.7498,128.8389833,강원특별자치도 강릉시,outside_region,contained:강원특별자치도
GGB277101320,강릉IC(미정차),37.74975,128.8393667,강원특별자치도 강릉시,outside_region,contained:강원특별자치도
GGB277101311,강릉JC(미정차),37.7724667,128.8237333,강원특별자치도 강릉시,outside_region,contained:강원특별자치도
GGB277101312,강릉JC(미정차),37.7719833,128.8237167,강원특별자치도 강릉시,outside_region,contained:강원특별자치도
GGB277101317,강릉TG(미정차),37.7466,128.84695,강원특별자치도 강릉시,outside_region,contained:강원특별자치도
GGB277101318,강릉TG(미정차),37.7468333,128.8475667,강원특별자치도 강릉시,outside_region,contained:강원특별자치도
GGB252500010,강릉시외버스터미널,37.7546,128.87795,강원특별자치도 강릉시,outside_region,contained:강원특별자치도
GGB252500040,강릉시외버스터미널,37.7539833,128.8792833,강원특별자치도 강릉시,outside_region,contained:강원특별자치도
GGB277101309,강릉휴게소(미정차),37.7586667,128.80555,강원특별자치도 강릉시,outside_region,contained:강원특별자치도
GGB277101310,강릉휴게소(미정차),37.7584167,128.80575,강원특별자치도 강릉시,outside_region,contained:강원특별자치도
GGB277101572,강촌IC(미정차),37.7348167,127.6247667,강원특별자치도 춘천시,outside_region,contained:강원특별자치도
GGB277101573,강촌IC(미정차),37.7344,127.6243667,강원특별자치도 춘천시,outside_region,contained:강원특별자치도
GGB262500010,강포리,38.1167167,127.2924,강원특별자치도 철원군,outside_region,contained:강원특별자치도
GGB262500100,강포리,38.1162667,127.2924833,강원특별자치도 철원군,outside_region,contained:강원특별자치도
GGB169000002,강화마니산,37.6316167,126.4336167,인천광역시,outside_region,contained:인천광역시
GGB169000001,강화마니산,37.63095,126.4347833,인천광역시,outside_region,contained:인천광역시
GGB169000088,강화병원,37.7417667,126.4949,인천광역시,outside_region,contained:인천광역시
GGB169000089,강화병원,37.7413667,126.4953,인천광역시,outside_region,contained:인천광역시
GGB169000976,강화실버케어스앞,37.6311667,126.44305,인천광역시,outside_region,contained:인천광역시
GGB169000975,강화실버케어스앞,37.6312,126.4427667,인천광역시,outside_region,contained:인천광역시
GGB169000946,강화장례식장,37.7366167,126.4883667,인천광역시,outside_region,contained:인천광역시
GGB169000918,강화장례식장,37.7366667,126.4881333,인천광역시,outside_region,contained:인천광역시
GGB169000058,강화터미널,37.7399,126.4897,인천광역시,outside_region,contained:인천광역시
GGB169000096,강화터미널,37.7394333,126.4908833,인천광역시,outside_region,contained:인천광역시
GGB272500190,건국대학교(충주),36.9513833,127.9044667,충청북도 충주시,outside_region,contained:충청북도
GGB272500200,건국대학교(충주),36.9524,127.9048333,충청북도 충주시,outside_region,contained:충청북도
GGB165000353,건설기술교육원,37.4508333,126.73495,인천광역시,outside_region,contained:인천광역시
GGB165000354,건설기술교육원,37.4508,126.7352,인천광역시,outside_region,contained:인천광역시
GGB164000069,건영아파트,37.4078333,126.66995,인천광역시,outside_region,contained:인천광역시
GGB169000094,건일아파트,37.6391167,126.4874167,인천광역시,outside_region,contained:인천광역시
GGB169000015,건일아파트,37.63905,126.4873,인천광역시,outside_region,contained:인천광역시
GGB277101197,건천IC(미정차),35.8439333,129.0849667,경상북도 경주시,outside_region,far
GGB277101198,건천IC(미정차),35.8436167,129.0854667,경상북도 경주시,outside_region,far
GGB277101200,건천휴게소(미정차),35.83085,129.1091667,경상북도 경주시,outside_region,far
GGB277101199,건천휴게소(미정차),35.8310667,129.10915,경상북도 경주시,outside_region,far
GGB168001409,검단LH행복주택,37.58955,126.7175667,인천광역시,outside_region,contained:인천광역시
GGB168001408,검단LH행복주택,37.5893667,126.7175667,인천광역시,outside_region,contained:인천광역시
GGB168001053,검단공구상가,37.59385,126.6142333,인천광역시,outside_region,contained:인천광역시
GGB168001065,검단공구상가,37.59365,126.6139333,인천광역시,outside_region,contained:인천광역시
GGB168000557,검단금호아파트,37.59385,126.66935,인천광역시,outside_region,contained:인천광역시
GGB168000558,검단금호아파트,37.5942167,126.6694,인천광역시,outside_region,contained:인천광역시
GGB168000695,검단노인복지관,37.6031833,126.66095,인천광역시,outside_region,contained:인천광역시
GGB168000434,검단농협,37.6030333,126.6599,인천광역시,outside_region,contained:인천광역시
GGB168000432,검단농협,37.6026333,126.6594333,인천광역시,outside_region,contained:인천광역시
GGB168000445,검단동행정복지센터.검단고교,37.60425,126.6630333,인천광역시,outside_region,contained:인천광역시
GGB168000441,검단동행정복지센터.검단고교,37.6038,126.6624167,인천광역시,outside_region,contained:인천광역시
GGB168001476,검단디에트르리버파크,37.5904,126.7211667,인천광역시,outside_region,contained:인천광역시
GGB168001477,검단디에트르리버파크,37.5901833,126.7212667,인천광역시,outside_region,contained:인천광역시
GGB168000537,검단사거리역,37.6015833,126.6566333,인천광역시,outside_region,contained:인천광역시
GGB168000419,검단사거리역,37.6018833,126.6566333,인천광역시,outside_region,contained:인천광역시
GGB168000426,검단사거리역,37.6025,126.6563167,인천광역시,outside_region,contained:인천광역시
GGB168000427,검단사거리역,37.6026167,126.6566333,인천광역시,outside_region,contained:인천광역시
GGB168000806,검단산업단지(코뿔소),37.5871833,126.60425,인천광역시,outside_region,contained:인천광역시
GGB168000805,검단산업단지(코뿔소),37.5873,126.6040167,인천광역시,outside_region,contained:인천광역시
GGB168000428,검단소방서,37.59435,126.68485,인천광역시,outside_region,contained:인천광역시
GGB168000431,검단소방서,37.59475,126.6855667,인천광역시,outside_region,contained:인천광역시
GGB168000483,검단신도시모아엘가그랑데아파트,37.5950667,126.7205833,인천광역시,outside_region,contained:인천광역시
GGB277103839,검단양촌IC(미정차),37.6003833,126.6187,인천광역시,outside_region,contained:인천광역시
GGB277103840,검단양촌IC(미정차),37.6004333,126.6184167,인천광역시,outside_region,contained:인천광역시
GGB168000702,검단오류공단,37.5893167,126.6259833,인천광역시,outside_region,contained:인천광역시
GGB168000703,검단오류공단,37.5891167,126.6261,인천광역시,outside_region,contained:인천광역시
GGB168001057,검단오류역,37.5949167,126.6279667,인천광역시,outside_region,contained:인천광역시
GGB168001060,검단오류역,37.5947333,126.6279333,인천광역시,outside_region,contained:인천광역시
GGB168001068,검단오류역우방아이유쉘,37.5955333,126.63265,인천광역시,outside_region,contained:인천광역시
GGB168001067,검단오류역우방아이유쉘,37.5964833,126.6326167,인천광역시,outside_region,contained:인천광역시
GGB168001252,검단오류풍림아이원,37.6000167,126.6380333,인천광역시,outside_region,contained:인천광역시
GGB168001251,검단오류풍림아이원,37.5999667,126.63815,인천광역시,outside_region,contained:인천광역시
GGB168000688,검단우방아이유쉘아파트,37.6031,126.6547833,인천광역시,outside_region,contained:인천광역시
GGB168000400,검단원흥아파트,37.5992167,126.6515667,인천광역시,outside_region,contained:인천광역시
GGB168000401,검단원흥아파트,37.5994833,126.65145,인천광역시,outside_region,contained:인천광역시
GGB168001063,검단지식산업센타,37.5961833,126.6137833,인천광역시,outside_region,contained:인천광역시
GGB168001054,검단지식산업센타,37.5960667,126.6139833,인천광역시,outside_region,contained:인천광역시
GGB168000475,검단초등학교,37.6093,126.6699,인천광역시,outside_region,contained:인천광역시
GGB168000482,검단초등학교,37.6095833,126.67085,인천광역시,outside_region,contained:인천광역시
GGB168000423,검단출장소,37.6015,126.6587167,인천광역시,outside_region,contained:인천광역시
GGB168000424,검단출장소,37.6012167,126.6599167,인천광역시,outside_region,contained:인천광역시
GGB168000877,검단탑종합병원,37.5930667,126.6704,인천광역시,outside_region,contained:인천광역시
GGB168000422,검단하나아파트,37.6036833,126.6518333,인천광역시,outside_region,contained:인천광역시
GGB168000421,검단하나아파트,37.6035,126.6514333,인천광역시,outside_region,contained:인천광역시
GGB500000039,검문소,36.9954333,127.4431,충청북도 진천군,outside_region,contained:충청북도
GGB500000038,검문소,36.9954333,127.4433167,충청북도 진천군,outside_region,contained:충청북도
GGB168000349,검바위역,37.5603,126.6777,인천광역시,outside_region,contained:인천광역시
GGB168000348,검바위역,37.5603,126.6773167,인천광역시,outside_region,contained:인천광역시
GGB168000352,검암경서동행정복지센터,37.56365,126.67335,인천광역시,outside_region,contained:인천광역시
GGB168000353,검암경서동행정복지센터,37.564,126.67315,인천광역시,outside_region,contained:인천광역시
GGB168000358,검암사거리,37.5656667,126.67685,인천광역시,outside_region,contained:인천광역시
GGB168000356,검암사거리,37.5647167,126.6778333,인천광역시,outside_region,contained:인천광역시
GGB168000357,검암사거리,37.5650333,126.67745,인천광역시,outside_region,contained:인천광역시
GGB168000360,검암역.서해그랑블아파트,37.5676333,126.6763167,인천광역시,outside_region,contained:인천광역시
GGB168001168,검암역로열파크씨티푸르지오1단지,37.5779667,126.6640167,인천광역시,outside_region,contained:인천광역시
GGB168001167,검암역로열파크씨티푸르지오1단지,37.5777333,126.6637167,인천광역시,outside_region,contained:인천광역시
GGB168001170,검암역로열파크씨티푸르지오2단지,37.577,126.6712667,인천광역시,outside_region,contained:인천광역시
GGB168001169,검암역로열파크씨티푸르지오2단지,37.5767667,126.6707833,인천광역시,outside_region,contained:인천광역시
GGB168000852,검암역입구,37.56855,126.6763833,인천광역시,outside_region,contained:인천광역시
GGB168000851,검암역입구,37.5685667,126.6766,인천광역시,outside_region,contained:인천광역시
GGB168001250,검암역입구(시천교밑),37.5688,126.6766167,인천광역시,outside_region,contained:인천광역시
GGB168000359,검암중학교,37.5663333,126.6796333,인천광역시,outside_region,contained:인천광역시
GGB168000362,검암중학교,37.5663,126.6809333,인천광역시,outside_region,contained:인천광역시
GGB168000361,검암초등학교,37.5676,126.6767833,인천광역시,outside_region,contained:인천광역시
GGB164000772,겐트대학교글로벌캠퍼스,37.3742333,126.6643167,인천광역시,outside_region,contained:인천광역시
GGB164000771,겐트대학교글로벌캠퍼스,37.3743833,126.6648167,인천광역시,outside_region,contained:인천광역시
GGB250501300,경강역,37.8411167,127.5518333,강원특별자치도 춘천시,outside_region,contained:강원특별자치도
GGB169000051,경기주유소,37.7254333,126.4832,인천광역시,outside_region,contained:인천광역시
GGB166000376,경남1차아파트,37.5038,126.7095833,인천광역시,outside_region,contained:인천광역시
GGB168000111,경남아너스빌아파트,37.50055,126.6677333,인천광역시,outside_region,contained:인천광역시
GGB168000110,경남아너스빌아파트,37.50035,126.6679333,인천광역시,outside_region,contained:인천광역시
GGB167000014,경남아파트,37.5272333,126.7006333,인천광역시,outside_region,contained:인천광역시
GGB167000011,경남아파트,37.5267833,126.7,인천광역시,outside_region,contained:인천광역시
GGB161000143,경남아파트,37.4653333,126.6329167,인천광역시,outside_region,contained:인천광역시
GGB168000334,경남아파트,37.5522,126.6838,인천광역시,outside_region,contained:인천광역시
GGB168000332,경남아파트,37.5518667,126.68365,인천광역시,outside_region,contained:인천광역시
GGB354500390,경북도청시외버스정류장,36.5698333,128.5021667,경상북도 안동시,outside_region,far
GGB354500380,경북도청시외버스정류장,36.5705667,128.4997,경상북도 안동시,outside_region,far
GGB277101194,경산IC(미정차),35.87685,128.7872833,경상북도 경산시,outside_region,far
GGB277101193,경산IC(미정차),35.8771,128.7873,경상북도 경산시,outside_region,far
GGB168000335,경서농원,37.5582,126.6648167,인천광역시,outside_region,contained:인천광역시
GGB168000333,경서농원,37.55795,126.6636167,인천광역시,outside_region,contained:인천광역시
GGB168000671,경서지구입구,37.5542,126.6549167,인천광역시,outside_region,contained:인천광역시
GGB168000672,경서지구입구,37.5541833,126.6551667,인천광역시,outside_region,contained:인천광역시
GGB168000303,경서지구입구,37.5527667,126.6564667,인천광역시,outside_region,contained:인천광역시
GGB168000570,경서초등학교,37.5561,126.6517667,인천광역시,outside_region,contained:인천광역시
GGB168000569,경서초등학교,37.5558833,126.6521833,인천광역시,outside_region,contained:인천광역시
GGB165000646,경신마을,37.4407667,126.7319333,인천광역시,outside_region,contained:인천광역시
GGB165000982,경신마을,37.4408167,126.7323167,인천광역시,outside_region,contained:인천광역시
GGB168000550,경인계량소,37.583,126.6581667,인천광역시,outside_region,contained:인천광역시
GGB168000549,경인계량소,37.5828167,126.6582167,인천광역시,outside_region,contained:인천광역시
GGB167000428,경인교대역입구,37.5381,126.7223333,인천광역시,outside_region,contained:인천광역시
GGB167000429,경인교대역입구,37.53835,126.72275,인천광역시,outside_region,contained:인천광역시
GGB166000077,경인교회앞,37.4803833,126.711,인천광역시,outside_region,contained:인천광역시
GGB165000688,경인산업,37.4038333,126.6907667,인천광역시,outside_region,contained:인천광역시
GGB168000547,경인특장,37.5829,126.6533,인천광역시,outside_region,contained:인천광역시
GGB164000515,경제자유구역청,37.3968333,126.6338833,인천광역시,outside_region,contained:인천광역시
GGB164000514,경제자유구역청,37.39705,126.6336833,인천광역시,outside_region,contained:인천광역시
GGB277101201,경주IC(미정차),35.8074833,129.18465,경상북도 경주시,outside_region,far
GGB277101202,경주IC(미정차),35.8069167,129.1854,경상북도 경주시,outside_region,far
GGB277101203,경주TG(미정차),35.8099667,129.1902333,경상북도 경주시,outside_region,far
GGB277101204,경주TG(미정차),35.8101667,129.1900833,경상북도 경주시,outside_region,far
GGB352500010,경주시외버스터미널,35.8399333,129.2028,경상북도 경주시,outside_region,far
GGB352500020,경주시외버스터미널,35.8398333,129.2028,경상북도 경주시,outside_region,far
GGB277101205,경주휴게소(미정차),35.7238667,129.1939833,경상북도 경주시,outside_region,far
GGB166000195,계량소,37.4870833,126.7343,인천광역시,outside_region,contained:인천광역시
GGB277101519,계룡IC(미정차),36.25255,127.2798667,대전광역시,outside_region,contained:충청남도
GGB277101520,계룡IC(미정차),36.2522333,127.2801333,대전광역시,outside_region,nearest:충청남도 7 m
GGB167000167,계산공고,37.53365,126.73925,인천광역시,outside_region,contained:인천광역시
GGB167000170,계산공고,37.53385,126.7403833,인천광역시,outside_region,contained:인천광역시
GGB167000169,계산공고앞,37.5343333,126.7383667,인천광역시,outside_region,contained:인천광역시
GGB167000533,계산동수협,37.5435333,126.7256667,인천광역시,outside_region,contained:인천광역시
GGB167000427,계산동우체국,37.5436333,126.72435,인천광역시,outside_region,contained:인천광역시
GGB167000196,계산삼거리,37.5422,126.7228667,인천광역시,outside_region,contained:인천광역시
GGB167000201,계산삼거리(신도브래뉴),37.5425,126.72295,인천광역시,outside_region,contained:인천광역시
GGB167000199,계산삼거리(신도브래뉴),37.54245,126.7224,인천광역시,outside_region,contained:인천광역시
GGB167000176,계산시장,37.5401667,126.7228833,인천광역시,outside_region,contained:인천광역시
GGB167000224,계산여자고등학교,37.53825,126.74245,인천광역시,outside_region,contained:인천광역시
GGB167000431,계산역,37.5431333,126.7277333,인천광역시,outside_region,contained:인천광역시
GGB167000426,계산역,37.5434833,126.72775,인천광역시,outside_region,contained:인천광역시
GGB167000430,계산우체국,37.5433,126.7240833,인천광역시,outside_region,contained:인천광역시
GGB167000423,계산주공아파트,37.5428833,126.7333167,인천광역시,outside_region,contained:인천광역시
GGB167000476,계양1동주민자치센터,37.5760833,126.7333333,인천광역시,outside_region,contained:인천광역시
GGB167000520,계양1동주민자치센터,37.5758833,126.7334167,인천광역시,outside_region,contained:인천광역시
GGB167000526,계양3동행정복지센터,37.5623,126.75525,인천광역시,outside_region,contained:인천광역시
GGB167000525,계양3동행정복지센터,37.5621333,126.75535,인천광역시,outside_region,contained:인천광역시
GGB167000140,계양CGV,37.5337,126.7342,인천광역시,outside_region,contained:인천광역시
GGB277103164,계양IC(미정차),37.5446,126.7481667,인천광역시,outside_region,contained:인천광역시
GGB277103165,계양IC(미정차),37.5434667,126.7492333,인천광역시,outside_region,contained:인천광역시
GGB167000184,계양경찰서,37.5377,126.7342833,인천광역시,outside_region,contained:인천광역시
GGB167000195,계양경찰서,37.5382,126.7361,인천광역시,outside_region,contained:인천광역시
GGB167000185,계양경찰서,37.5376833,126.7346,인천광역시,outside_region,contained:인천광역시
GGB167000194,계양경찰서.계양구청,37.5378667,126.7361167,인천광역시,outside_region,contained:인천광역시
GGB167000177,계양구청,37.5356,126.7384667,인천광역시,outside_region,contained:인천광역시
GGB167000188,계양구청,37.5366333,126.7386,인천광역시,outside_region,contained:인천광역시
GGB167000197,계양구청,37.5378,126.7375833,인천광역시,outside_region,contained:인천광역시
GGB167000180,계양구청,37.5357833,126.73885,인천광역시,outside_region,contained:인천광역시
GGB167000204,계양구청앞,37.5379333,126.7400333,인천광역시,outside_region,contained:인천광역시
GGB167000251,계양도서관,37.5433333,126.7311,인천광역시,outside_region,contained:인천광역시
GGB167000189,계양산장미원입구,37.5447167,126.7132167,인천광역시,outside_region,contained:인천광역시
GGB167000186,계양산장미원입구,37.5444667,126.71285,인천광역시,outside_region,contained:인천광역시
GGB167000306,계양산전통시장,37.5480667,126.7412833,인천광역시,outside_region,contained:인천광역시
GGB167000550,계양센트레빌1단지,37.5670667,126.7490333,인천광역시,outside_region,contained:인천광역시
GGB167000551,계양센트레빌1단지111동앞,37.567,126.7503167,인천광역시,outside_region,contained:인천광역시
GGB167000358,계양역,37.5709667,126.7359167,인천광역시,outside_region,contained:인천광역시
