stop_key,name,name_norm,name_key,aliases,lat,lon,sido_cd,sido_nm,sgg_cd,sgg_nm,region_method,snap_dist_m,source_ids,rep_source,ars_nos,merge_status,twin_dist_m,is_virtual,raw_city_label
100000001,종로2가사거리,종로2가사거리,종로2가사거리,종로2가사거리(중),37.5698055,126.9877523,11,서울특별시,11110,종로구,contain,,GGB100000001|SEB100000001,SEB,01001,merged_near,3.0,0,서울특별시
100000002,창경궁.서울대학교병원,창경궁.서울대학교병원,창경궁서울대학교병원,창경궁.서울대학교병원(중),37.5794329,126.9965206,11,서울특별시,11110,종로구,contain,,GGB100000002|SEB100000002,SEB,01002,merged_near,22.6,0,서울특별시
100000003,명륜3가.성대입구,명륜3가.성대입구,명륜3가성대입구,명륜3가.성대입구(중),37.5825800,126.9982508,11,서울특별시,11110,종로구,contain,,GGB100000003|SEB100000003,SEB,01003,merged_near,15.2,0,서울특별시
100000004,종로2가.삼일교,종로2가.삼일교,종로2가삼일교,종로2가.삼일교(중),37.5685793,126.9876131,11,서울특별시,11110,종로구,contain,,GGB100000004|SEB100000004,SEB,01004,merged_near,13.5,0,서울특별시
100000005,혜화동로터리.여운형활동터,혜화동로터리.여운형활동터,혜화동로터리여운형활동터,혜화동로터리.여운형활동터(중),37.5862430,127.0017440,11,서울특별시,11110,종로구,contain,,GGB100000005|SEB100000005,SEB,01005,merged_near,1.2,0,서울특별시
100000006,경기상고,경기상고,경기상고,,37.5875502,126.9693635,11,서울특별시,11110,종로구,contain,,SEB100000006,SEB,01101,single,,0,서울특별시
100000007,신교동,신교동,신교동,,37.5832955,126.9702627,11,서울특별시,11110,종로구,contain,,SEB100000007,SEB,01102,single,,0,서울특별시
100000008,경기상고,경기상고,경기상고,,37.5871908,126.9697701,11,서울특별시,11110,종로구,contain,,SEB100000008,SEB,01103,single,,0,서울특별시
100000009,경복고교,경복고교,경복고교,,37.5851600,126.9708802,11,서울특별시,11110,종로구,contain,,SEB100000009,SEB,01104,single,,0,서울특별시
100000010,청운중학교,청운중학교,청운중학교,,37.5878106,126.9726741,11,서울특별시,11110,종로구,contain,,SEB100000010,SEB,01105,single,,0,서울특별시
100000011,자하문고개.윤동주문학관,자하문고개.윤동주문학관,자하문고개윤동주문학관,,37.5921866,126.9671262,11,서울특별시,11110,종로구,contain,,SEB100000011,SEB,01106,single,,0,서울특별시
100000012,자하문고개.윤동주문학관,자하문고개.윤동주문학관,자하문고개윤동주문학관,,37.5923353,126.9671907,11,서울특별시,11110,종로구,contain,,SEB100000012,SEB,01107,single,,0,서울특별시
100000013,청운중학교,청운중학교,청운중학교,,37.5884220,126.9722631,11,서울특별시,11110,종로구,contain,,SEB100000013,SEB,01108,single,,0,서울특별시
100000014,경복고교,경복고교,경복고교,,37.5850633,126.9714039,11,서울특별시,11110,종로구,contain,,SEB100000014,SEB,01109,single,,0,서울특별시
100000015,통인시장종로구보건소,통인시장종로구보건소,통인시장종로구보건소,,37.5803257,126.9710500,11,서울특별시,11110,종로구,contain,,SEB100000015,SEB,01110,single,,0,서울특별시
100000016,통인시장종로구보건소,통인시장종로구보건소,통인시장종로구보건소,,37.5805132,126.9713851,11,서울특별시,11110,종로구,contain,,SEB100000016,SEB,01111,single,,0,서울특별시
100000017,효자동,효자동,효자동,,37.5830910,126.9706210,11,서울특별시,11110,종로구,contain,,SEB100000017,SEB,01112,single,,0,서울특별시
100000018,사직단.어린이도서관,사직단.어린이도서관,사직단어린이도서관,,37.5751355,126.9679907,11,서울특별시,11110,종로구,contain,,GGB100000018|SEB100000018,SEB,01113,merged_near,2.3,0,서울특별시
100000019,경복궁역1번출구,경복궁역1번출구,경복궁역1번출구,,37.5761615,126.9714158,11,서울특별시,11110,종로구,contain,,GGB100000019|SEB100000019,SEB,01114,merged_near,15.6,0,서울특별시
100000020,경복궁역2번출구,경복궁역2번출구,경복궁역2번출구,,37.5770401,126.9721994,11,서울특별시,11110,종로구,contain,,SEB100000020,SEB,01115,single,,0,서울특별시
100000021,경복궁역3번출구,경복궁역3번출구,경복궁역3번출구,,37.5776714,126.9722829,11,서울특별시,11110,종로구,contain,,SEB100000021,SEB,01116,single,,0,서울특별시
100000022,경복궁,경복궁,경복궁,,37.5755768,126.9787471,11,서울특별시,11110,종로구,contain,,GGB100000022|SEB100000022,SEB,01117,merged_near,4.6,0,서울특별시
100000023,광화문역2번출구.KT광화문지사,광화문역2번출구.KT광화문지사,광화문역2번출구kt광화문지사,,37.5723209,126.9774163,11,서울특별시,11110,종로구,contain,,GGB100000023|SEB100000023,SEB,01118,merged_near,15.3,0,서울특별시
100000025,광화문역6번출구,광화문역6번출구,광화문역6번출구,,37.5700448,126.9764072,11,서울특별시,11110,종로구,contain,,GGB100000025|SEB100000025,SEB,01120,merged_near,13.9,0,서울특별시
100000028,서울역사박물관.강북삼성병원,서울역사박물관.강북삼성병원,서울역사박물관강북삼성병원,서울역사박물관.경교장.강북삼성병원,37.5700230,126.9712480,11,서울특별시,11110,종로구,contain,,GGB100000028|SEB100000028,SEB,01123,merged_near,4.7,0,서울특별시
100000029,새문안교회,새문안교회,새문안교회,,37.5703369,126.9728386,11,서울특별시,11110,종로구,contain,,SEB100000029,SEB,01124,single,,0,서울특별시
100000030,광화문역7번출구,광화문역7번출구,광화문역7번출구,,37.5703650,126.9758370,11,서울특별시,11110,종로구,contain,,GGB100000030|SEB100000030,SEB,01125,merged_near,3.5,0,서울특별시
100000031,세종문화회관,세종문화회관,세종문화회관,,37.5736489,126.9769976,11,서울특별시,11110,종로구,contain,,GGB100000031|SEB100000031,SEB,01126,merged_far,124.2,0,서울특별시
100000032,서울경찰청.경복궁역,서울경찰청.경복궁역,서울경찰청경복궁역,,37.5757447,126.9714843,11,서울특별시,11110,종로구,contain,,GGB100000032|SEB100000032,SEB,01127,merged_near,8.0,0,서울특별시
100000033,사직단,사직단,사직단,,37.5748553,126.9681890,11,서울특별시,11110,종로구,contain,,GGB100000033|SEB100000033,SEB,01128,merged_near,3.1,0,서울특별시
100000034,광화문역6번출구.광화문빌딩,광화문역6번출구.광화문빌딩,광화문역6번출구광화문빌딩,,37.5695036,126.9768637,11,서울특별시,11110,종로구,contain,,GGB100000034|SEB100000034,SEB,01129,merged_near,10.1,0,서울특별시
100000035,덕성여중고,덕성여중고,덕성여중고,,37.5757694,126.9819722,11,서울특별시,11110,종로구,contain,,GGB100000035|SEB100000035,SEB,01130,merged_near,9.0,0,서울특별시
100000036,안국역.서울공예박물관,안국역.서울공예박물관,안국역서울공예박물관,,37.5760696,126.9839958,11,서울특별시,11110,종로구,contain,,GGB100000036|SEB100000036,SEB,01131,merged_near,4.0,0,서울특별시
100000037,국민은행세검정지점,국민은행세검정지점,국민은행세검정지점,,37.6046630,126.9608880,11,서울특별시,11110,종로구,contain,,GGB100000037|SEB100000037,SEB,01132,merged_near,4.1,0,서울특별시
100000038,세검정초등학교,세검정초등학교,세검정초등학교,,37.6025023,126.9612198,11,서울특별시,11110,종로구,contain,,SEB100000038,SEB,01133,single,,0,서울특별시
100000039,세검정.상명대,세검정.상명대,세검정상명대,,37.6004771,126.9582921,11,서울특별시,11110,종로구,contain,,SEB100000039,SEB,01134,single,,0,서울특별시
100000040,상명대입구.석파랑,상명대입구.석파랑,상명대입구석파랑,,37.5994134,126.9585702,11,서울특별시,11110,종로구,contain,,SEB100000040,SEB,01135,single,,0,서울특별시
100000041,하림각,하림각,하림각,,37.5981331,126.9617068,11,서울특별시,11110,종로구,contain,,SEB100000041,SEB,01136,single,,0,서울특별시
100000042,자하문터널입구.석파정,자하문터널입구.석파정,자하문터널입구석파정,,37.5955935,126.9636435,11,서울특별시,11110,종로구,contain,,SEB100000042,SEB,01137,single,,0,서울특별시
100000043,부암동주민센터.무계원,부암동주민센터.무계원,부암동주민센터무계원,,37.5927671,126.9642222,11,서울특별시,11110,종로구,contain,,SEB100000043,SEB,01138,single,,0,서울특별시
100000044,부암동주민센터.무계원,부암동주민센터.무계원,부암동주민센터무계원,,37.5927862,126.9651419,11,서울특별시,11110,종로구,contain,,SEB100000044,SEB,01139,single,,0,서울특별시
100000045,자하문터널입구.석파정,자하문터널입구.석파정,자하문터널입구석파정,,37.5955576,126.9639776,11,서울특별시,11110,종로구,contain,,SEB100000045,SEB,01140,single,,0,서울특별시
100000046,하림각,하림각,하림각,,37.5981476,126.9622153,11,서울특별시,11110,종로구,contain,,SEB100000046,SEB,01141,single,,0,서울특별시
100000047,상명대입구.세검정교회,상명대입구.세검정교회,상명대입구세검정교회,,37.5996163,126.9592406,11,서울특별시,11110,종로구,contain,,SEB100000047,SEB,01142,single,,0,서울특별시
100000048,세검정.세검정성당,세검정.세검정성당,세검정세검정성당,,37.6006471,126.9591558,11,서울특별시,11110,종로구,contain,,SEB100000048,SEB,01143,single,,0,서울특별시
100000049,세검정초등학교,세검정초등학교,세검정초등학교,,37.6022681,126.9614329,11,서울특별시,11110,종로구,contain,,SEB100000049,SEB,01144,single,,0,서울특별시
100000051,국민은행세검정지점,국민은행세검정지점,국민은행세검정지점,,37.6048462,126.9611927,11,서울특별시,11110,종로구,contain,,GGB100000051|SEB100000051,SEB,01146,merged_near,10.2,0,서울특별시
100000053,승가사입구,승가사입구,승가사입구,,37.6115844,126.9563060,11,서울특별시,11110,종로구,contain,,SEB100000053,SEB,01148,single,,0,서울특별시
100000054,구기동현대빌라,구기동현대빌라,구기동현대빌라,,37.6100355,126.9564576,11,서울특별시,11110,종로구,contain,,SEB100000054,SEB,01149,single,,0,서울특별시
100000055,구기터널.삼성출판박물관,구기터널.삼성출판박물관,구기터널삼성출판박물관,,37.6086099,126.9562103,11,서울특별시,11110,종로구,contain,,GGB100000055|SEB100000055,SEB,01150,merged_near,2.8,0,서울특별시
100000056,구기터널.삼성출판박물관,구기터널.삼성출판박물관,구기터널삼성출판박물관,,37.6083054,126.9564167,11,서울특별시,11110,종로구,contain,,GGB100000056|SEB100000056,SEB,01151,merged_near,3.1,0,서울특별시
100000057,구기동,구기동,구기동,,37.6069644,126.9585298,11,서울특별시,11110,종로구,contain,,GGB100000057|SEB100000057,SEB,01152,merged_near,4.0,0,서울특별시
100000058,구기동,구기동,구기동,,37.6070088,126.9591017,11,서울특별시,11110,종로구,contain,,GGB100000058|SEB100000058,SEB,01153,merged_near,8.8,0,서울특별시
100000059,승가사입구,승가사입구,승가사입구,,37.6114800,126.9564820,11,서울특별시,11110,종로구,contain,,SEB100000059,SEB,01154,single,,0,서울특별시
100000060,갑을씨티텔앞,갑을씨티텔앞,갑을씨티텔앞,,37.6043710,126.9635350,11,서울특별시,11110,종로구,contain,,GGB100000060|SEB100000060,SEB,01155,merged_near,3.2,0,서울특별시
100000061,평창파출소,평창파출소,평창파출소,,37.6053224,126.9660433,11,서울특별시,11110,종로구,contain,,GGB100000061|SEB100000061,SEB,01156,merged_near,3.2,0,서울특별시
100000062,평창동주민센터,평창동주민센터,평창동주민센터,,37.6066074,126.9695663,11,서울특별시,11110,종로구,contain,,GGB100000062|SEB100000062,SEB,01157,merged_near,2.9,0,서울특별시
100000063,일성아파트,일성아파트,일성아파트,,37.6088724,126.9729237,11,서울특별시,11110,종로구,contain,,GGB100000063|SEB100000063,SEB,01158,merged_near,10.5,0,서울특별시
100000064,롯데아파트,롯데아파트,롯데아파트,,37.6103897,126.9763156,11,서울특별시,11110,종로구,contain,,GGB100000064|SEB100000064,SEB,01159,merged_near,15.8,0,서울특별시
100000065,롯데아파트,롯데아파트,롯데아파트,,37.6102480,126.9766520,11,서울특별시,11110,종로구,contain,,GGB100000065|SEB100000065,SEB,01160,merged_far,51.6,0,서울특별시
100000066,벽산평창힐스아파트,벽산평창힐스아파트,벽산평창힐스아파트,,37.6081900,126.9727970,11,서울특별시,11110,종로구,contain,,GGB100000066|SEB100000066,SEB,01161,merged_near,10.1,0,서울특별시
100000067,예능교회,예능교회,예능교회,,37.6065170,126.9700000,11,서울특별시,11110,종로구,contain,,GGB100000067|SEB100000067,SEB,01162,merged_near,7.6,0,서울특별시
100000068,서울예술고등학교.평창동주민센터,서울예술고등학교.평창동주민센터,서울예술고등학교평창동주민센터,,37.6057788,126.9676276,11,서울특별시,11110,종로구,contain,,GGB100000068|SEB100000068,SEB,01163,merged_near,4.3,0,서울특별시
100000069,화정박물관,화정박물관,화정박물관,,37.6045038,126.9648103,11,서울특별시,11110,종로구,contain,,GGB100000069|SEB100000069,SEB,01164,merged_near,3.4,0,서울특별시
100000072,독립문역.서대문형무소역사관,독립문역.서대문형무소역사관,독립문역서대문형무소역사관,,37.5733950,126.9593220,11,서울특별시,11110,종로구,contain,,SEB100000072,SEB,01167,single,,0,서울특별시
100000073,금화초등학교.서울시교육청,금화초등학교.서울시교육청,금화초등학교서울시교육청,,37.5680590,126.9647050,11,서울특별시,11110,종로구,contain,,GGB100000073|SEB100000073,SEB,01168,merged_near,30.0,0,서울특별시
100000075,독립문,독립문,독립문,,37.5713430,126.9614303,11,서울특별시,11110,종로구,contain,,GGB100000075|SEB100000075,SEB,01171,merged_near,2.9,0,서울특별시
100000076,창덕궁.우리소리박물관,창덕궁.우리소리박물관,창덕궁우리소리박물관,,37.5775406,126.9885394,11,서울특별시,11110,종로구,contain,,GGB100000076|SEB100000076,SEB,01172,merged_near,4.6,0,서울특별시
100000077,서린동.SK서린빌딩,서린동.SK서린빌딩,서린동sk서린빌딩,,37.5692639,126.9800948,11,서울특별시,11110,종로구,contain,,SEB100000077,SEB,01173,single,,0,서울특별시
100000078,청계1가.장통교,청계1가.장통교,청계1가장통교,,37.5686844,126.9849267,11,서울특별시,11110,종로구,contain,,SEB100000078,SEB,01174,single,,0,서울특별시
100000079,청계2가.수표교,청계2가.수표교,청계2가수표교,,37.5684453,126.9908172,11,서울특별시,11110,종로구,contain,,SEB100000079,SEB,01175,single,,0,서울특별시
100000080,청계4가.세운교,청계4가.세운교,청계4가세운교,,37.5689254,126.9965617,11,서울특별시,11110,종로구,contain,,SEB100000080,SEB,01176,single,,0,서울특별시
100000081,청계5가.광장시장,청계5가.광장시장,청계5가광장시장,,37.5694513,126.9997974,11,서울특별시,11110,종로구,contain,,SEB100000081,SEB,01177,single,,0,서울특별시
100000102,원남동,원남동,원남동,,37.5745325,126.9973383,11,서울특별시,11110,종로구,contain,,GGB100000102|SEB100000102,SEB,01198,merged_near,3.8,0,서울특별시
100000103,창덕궁.우리소리박물관,창덕궁.우리소리박물관,창덕궁우리소리박물관,,37.5772727,126.9889539,11,서울특별시,11110,종로구,contain,,GGB100000103|SEB100000103,SEB,01199,merged_near,0.7,0,서울특별시
100000104,안국역6번출구.인사동문화의거리,안국역6번출구.인사동문화의거리,안국역6번출구인사동문화의거리,,37.5757990,126.9841344,11,서울특별시,11110,종로구,contain,,GGB100000104|SEB100000104,SEB,01200,merged_near,2.8,0,서울특별시
100000105,조계사.종로경찰서,조계사.종로경찰서,조계사종로경찰서,,37.5725223,126.9831556,11,서울특별시,11110,종로구,contain,,GGB100000105|SEB100000105,SEB,01201,merged_near,14.6,0,서울특별시
100000106,조계사.종로경찰서,조계사.종로경찰서,조계사종로경찰서,,37.5724858,126.9828259,11,서울특별시,11110,종로구,contain,,GGB100000106|SEB100000106,SEB,01202,merged_near,3.5,0,서울특별시
100000107,안국동사거리,안국동사거리,안국동사거리,,37.5746106,126.9827201,11,서울특별시,11110,종로구,contain,,GGB100000107|SEB100000107,SEB,01203,merged_near,4.4,0,서울특별시
100000108,효제동.김상옥의거터,효제동.김상옥의거터,효제동김상옥의거터,,37.5745000,127.0022300,11,서울특별시,11110,종로구,contain,,GGB100000108|SEB100000108,SEB,01204,merged_near,1.2,0,서울특별시
100000109,종로5가.효제초등학교,종로5가.효제초등학교,종로5가효제초등학교,,37.5728790,127.0021442,11,서울특별시,11110,종로구,contain,,GGB100000109|SEB100000109,SEB,01205,merged_near,4.3,0,서울특별시
100000116,종로5가역6번출구,종로5가역6번출구,종로5가역6번출구,,37.5705596,127.0021827,11,서울특별시,11110,종로구,contain,,SEB100000116,SEB,01212,single,,0,서울특별시
100000117,청계5가.마전교,청계5가.마전교,청계5가마전교,,37.5698351,127.0028494,11,서울특별시,11110,종로구,contain,,SEB100000117,SEB,01213,single,,0,서울특별시
100000118,동대문,동대문,동대문,,37.5717262,127.0084126,11,서울특별시,11110,종로구,contain,,SEB100000118,SEB,01214,single,,0,서울특별시
100000119,충신동,충신동,충신동,,37.5740224,127.0062788,11,서울특별시,11110,종로구,contain,,SEB100000119,SEB,01215,single,,0,서울특별시
100000121,충신동,충신동,충신동,,37.5744603,127.0063434,11,서울특별시,11110,종로구,contain,,SEB100000121,SEB,01217,single,,0,서울특별시
100000122,연지공원앞.현대그룹빌딩,연지공원앞.현대그룹빌딩,연지공원앞현대그룹빌딩,,37.5759104,127.0008066,11,서울특별시,11110,종로구,contain,,SEB100000122,SEB,01218,single,,0,서울특별시
100000123,방송통신대.이화장,방송통신대.이화장,방송통신대이화장,,37.5780430,127.0024370,11,서울특별시,11110,종로구,contain,,GGB100000123|SEB100000123,SEB,01219,merged_near,13.8,0,서울특별시
100000124,혜화역2번출구.마로니에공원,혜화역2번출구.마로니에공원,혜화역2번출구마로니에공원,,37.5811195,127.0022769,11,서울특별시,11110,종로구,contain,,GGB100000124|SEB100000124,SEB,01220,merged_near,3.5,0,서울특별시
100000125,혜화역3번출구.서울대병원입구,혜화역3번출구.서울대병원입구,혜화역3번출구서울대병원입구,,37.5809560,127.0018482,11,서울특별시,11110,종로구,contain,,SEB100000125,SEB,01221,single,,0,서울특별시
100000126,방송통신대.이화장,방송통신대.이화장,방송통신대이화장,,37.5777890,127.0019783,11,서울특별시,11110,종로구,contain,,SEB100000126,SEB,01222,single,,0,서울특별시
100000127,연지공원앞.현대그룹빌딩,연지공원앞.현대그룹빌딩,연지공원앞현대그룹빌딩,,37.5761194,127.0006951,11,서울특별시,11110,종로구,contain,,SEB100000127,SEB,01223,single,,0,서울특별시
100000128,창경궁.서울대학교병원,창경궁.서울대학교병원,창경궁서울대학교병원,,37.5788280,126.9968717,11,서울특별시,11110,종로구,contain,,GGB100000128|SEB100000128,SEB,01224,merged_near,4.7,0,서울특별시
100000129,이화동(이화장),이화동(이화장),이화동,,37.5759373,127.0032708,11,서울특별시,11110,종로구,contain,,SEB100000129,SEB,01225,single,,0,서울특별시
100000130,혜화동로터리,혜화동로터리,혜화동로터리,,37.5855803,127.0006878,11,서울특별시,11110,종로구,contain,,SEB100000130,SEB,01226,single,,0,서울특별시
100000131,명륜동2가.성균관대입구,명륜동2가.성균관대입구,명륜동2가성균관대입구,,37.5834171,126.9993413,11,서울특별시,11110,종로구,contain,,GGB100000131|SEB100000131,SEB,01227,merged_near,14.5,0,서울특별시
100000132,혜화역.서울연극센터(장면총리가옥),혜화역.서울연극센터(장면총리가옥),혜화역서울연극센터,,37.5840307,127.0014609,11,서울특별시,11110,종로구,contain,,SEB100000132,SEB,01228,single,,0,서울특별시
100000133,혜화역.동성중고(장면총리가옥),혜화역.동성중고(장면총리가옥),혜화역동성중고,,37.5845329,127.0015562,11,서울특별시,11110,종로구,contain,,GGB100000133|SEB100000133,SEB,01229,merged_near,16.0,0,서울특별시
100000135,종로구민회관.창신동두산아파트,종로구민회관.창신동두산아파트,종로구민회관창신동두산아파트,,37.5740927,127.0155555,11,서울특별시,11110,종로구,contain,,SEB100000135,SEB,01231,single,,0,서울특별시
100000139,동묘앞역6번출구,동묘앞역6번출구,동묘앞역6번출구,,37.5716850,127.0156014,11,서울특별시,11110,종로구,contain,,SEB100000139,SEB,01235,single,,0,서울특별시
100000140,동묘앞역5번출구,동묘앞역5번출구,동묘앞역5번출구,,37.5719221,127.0159450,11,서울특별시,11110,종로구,contain,,SEB100000140,SEB,01236,single,,0,서울특별시
100000142,창신3동주민센터,창신3동주민센터,창신3동주민센터,,37.5784130,127.0151780,11,서울특별시,11110,종로구,contain,,SEB100000142,SEB,01238,single,,0,서울특별시
100000143,숭인1동주민센터.창신역4번출구,숭인1동주민센터.창신역4번출구,숭인1동주민센터창신역4번출구,,37.5786282,127.0154558,11,서울특별시,11110,종로구,contain,,SEB100000143,SEB,01239,single,,0,서울특별시
100000144,동묘앞역.롯데캐슬천지인,동묘앞역.롯데캐슬천지인,동묘앞역롯데캐슬천지인,,37.5741801,127.0158024,11,서울특별시,11110,종로구,contain,,SEB100000144,SEB,01240,single,,0,서울특별시
100000147,신설동역오거리,신설동역오거리,신설동역오거리,,37.5756947,127.0228414,11,서울특별시,11110,종로구,contain,,GGB100000147|SEB100000147,SEB,01243,merged_near,22.7,0,서울특별시
100000150,구기동현대빌라,구기동현대빌라,구기동현대빌라,,37.6096820,126.9566220,11,서울특별시,11110,종로구,contain,,SEB100000150,SEB,01246,single,,0,서울특별시
100000151,광장시장,광장시장,광장시장,,37.5694963,126.9977438,11,서울특별시,11110,종로구,contain,,SEB100000151,SEB,01247,single,,0,서울특별시
100000153,서울특별시재향군인회관,서울특별시재향군인회관,서울특별시재향군인회관,,37.5725807,126.9974788,11,서울특별시,11110,종로구,contain,,SEB100000153,SEB,01249,single,,0,서울특별시
100000154,서울역사박물관,서울역사박물관,서울역사박물관,,37.5699003,126.9721318,11,서울특별시,11110,종로구,contain,,GGB100000154|SEB100000154,SEB,01250,merged_near,9.4,0,서울특별시
100000155,청계3가.관수교,청계3가.관수교,청계3가관수교,,37.5686888,126.9937794,11,서울특별시,11110,종로구,contain,,SEB100000155,SEB,01251,single,,0,서울특별시
100000156,청계6가.버들다리,청계6가.버들다리,청계6가버들다리,,37.5699304,127.0080377,11,서울특별시,11110,종로구,contain,,SEB100000156,SEB,01252,single,,0,서울특별시
100000157,청계7가.맑은내다리,청계7가.맑은내다리,청계7가맑은내다리,,37.5700420,127.0130967,11,서울특별시,11110,종로구,contain,,SEB100000157,SEB,01253,single,,0,서울특별시
100000158,청계8가.영도교,청계8가.영도교,청계8가영도교,,37.5708950,127.0181256,11,서울특별시,11110,종로구,contain,,SEB100000158,SEB,01254,single,,0,서울특별시
100000159,원남동사거리,원남동사거리,원남동사거리,,37.5757617,126.9981123,11,서울특별시,11110,종로구,contain,,SEB100000159,SEB,01256,single,,0,서울특별시
100000165,숭인2동주민센터,숭인2동주민센터,숭인2동주민센터,,37.5742722,127.0204373,11,서울특별시,11110,종로구,contain,,GGB100000165|SEB100000165,SEB,01262,merged_near,5.0,0,서울특별시
100000169,조계사,조계사,조계사,,37.5728003,126.9831609,11,서울특별시,11110,종로구,contain,,GGB100000169|SEB100000169,SEB,01267,merged_near,5.1,0,서울특별시
100000174,세종문화회관,세종문화회관,세종문화회관,,37.5733656,126.9770167,11,서울특별시,11110,종로구,contain,,GGB100000174|SEB100000174,SEB,01272,merged_far,58.9,0,서울특별시
100000179,이화동(이화장),이화동(이화장),이화동,,37.5762570,127.0029550,11,서울특별시,11110,종로구,contain,,SEB100000179,SEB,01277,single,,0,서울특별시
100000180,상명대정문,상명대정문,상명대정문,,37.6014170,126.9551430,11,서울특별시,11110,종로구,contain,,SEB100000180,SEB,01278,single,,0,서울특별시
100000181,이북오도청,이북오도청,이북오도청,,37.6127235,126.9559730,11,서울특별시,11110,종로구,contain,,SEB100000181,SEB,01279,single,,0,서울특별시
100000188,상명대입구.세검정교회,상명대입구.세검정교회,상명대입구세검정교회,,37.5994435,126.9597922,11,서울특별시,11110,종로구,contain,,SEB100000188,SEB,01286,single,,0,서울특별시
100000189,상명대입구.석파랑,상명대입구.석파랑,상명대입구석파랑,,37.5995718,126.9581941,11,서울특별시,11110,종로구,contain,,SEB100000189,SEB,01287,single,,0,서울특별시
100000190,종로중부새마을금고,종로중부새마을금고,종로중부새마을금고,,37.5724175,127.0065911,11,서울특별시,11110,종로구,contain,,GGB100000190|SEB100000190,SEB,01288,merged_near,0.8,0,서울특별시
100000191,신설동역오거리.서울풍물시장,신설동역오거리.서울풍물시장,신설동역오거리서울풍물시장,,37.5742548,127.0231951,11,서울특별시,11110,종로구,contain,,SEB100000191,SEB,01289,single,,0,서울특별시
100000192,청계2가.삼일교,청계2가.삼일교,청계2가삼일교,,37.5683454,126.9869891,11,서울특별시,11110,종로구,contain,,SEB100000192,SEB,01291,single,,0,서울특별시
100000193,청계8가.황학교,청계8가.황학교,청계8가황학교,,37.5721307,127.0227870,11,서울특별시,11110,종로구,contain,,SEB100000193,SEB,01292,single,,0,서울특별시
100000329,광화문,광화문,광화문,,37.5703375,126.9755695,11,서울특별시,11110,종로구,contain,,SEB100000329,SEB,01762,single,,0,서울특별시
100000330,종로1가,종로1가,종로1가,,37.5703700,126.9801290,11,서울특별시,11110,종로구,contain,,GGB100000330|SEB100000330,SEB,01763,merged_near,28.3,0,서울특별시
100000333,종로2가,종로2가,종로2가,,37.5700825,126.9864618,11,서울특별시,11110,종로구,contain,,SEB100000333,SEB,01766,single,,0,서울특별시
100000334,종로3가역11번출구,종로3가역11번출구,종로3가역11번출구,,37.5706349,126.9932082,11,서울특별시,11110,종로구,contain,,SEB100000334,SEB,01767,single,,0,서울특별시
100000335,종로3가,종로3가,종로3가,,37.5701024,126.9909932,11,서울특별시,11110,종로구,contain,,SEB100000335,SEB,01768,single,,0,서울특별시
100000336,종로4가,종로4가,종로4가,,37.5704693,126.9962507,11,서울특별시,11110,종로구,contain,,SEB100000336,SEB,01769,single,,0,서울특별시
100000338,동대문종합시장.종로6가,동대문종합시장.종로6가,동대문종합시장종로6가,,37.5708648,127.0032912,11,서울특별시,11110,종로구,contain,,SEB100000338,SEB,01771,single,,0,서울특별시
100000343,경복궁역,경복궁역,경복궁역,,37.5761781,126.9715056,11,서울특별시,11110,종로구,contain,,SEB100000343,SEB,01777,single,,0,서울특별시
100000344,경복궁역7번출구,경복궁역7번출구,경복궁역7번출구,,37.5758192,126.9716820,11,서울특별시,11110,종로구,contain,,SEB100000344,SEB,01778,single,,0,서울특별시
100000345,안국역,안국역,안국역,,37.5766138,126.9852296,11,서울특별시,11110,종로구,contain,,SEB100000345,SEB,01779,single,,0,서울특별시
100000346,안국역,안국역,안국역,,37.5763185,126.9855060,11,서울특별시,11110,종로구,contain,,SEB100000346,SEB,01780,single,,0,서울특별시
100000347,창덕궁,창덕궁,창덕궁,,37.5775204,126.9889001,11,서울특별시,11110,종로구,contain,,SEB100000347,SEB,01781,single,,0,서울특별시
100000348,성대입구,성대입구,성대입구,,37.5832828,126.9992358,11,서울특별시,11110,종로구,contain,,SEB100000348,SEB,01782,single,,0,서울특별시
100000355,평창동삼성아파트,평창동삼성아파트,평창동삼성아파트,,37.6111801,126.9787981,11,서울특별시,11110,종로구,contain,,GGB100000355|SEB100000355,SEB,01293,merged_near,12.3,0,서울특별시
100000360,창경궁.고궁호텔.메이플레이스호텔,창경궁.고궁호텔.메이플레이스호텔,창경궁고궁호텔메이플레이스호텔,,37.5765582,126.9974492,11,서울특별시,11110,종로구,contain,,SEB100000360,SEB,01733,single,,0,서울특별시
100000362,영천시장,영천시장,영천시장,영천시장(중),37.5695279,126.9631353,11,서울특별시,11110,종로구,contain,,GGB100000362|SEB100000362,SEB,13037,merged_near,37.9,0,서울특별시
100000363,영천시장,영천시장,영천시장,영천시장(중),37.5699391,126.9625330,11,서울특별시,11410,서대문구,contain,,GGB100000363|SEB100000363,SEB,13036,merged_near,5.7,0,서울특별시
100000364,동묘앞역2번출구,동묘앞역2번출구,동묘앞역2번출구,,37.5736431,127.0175235,11,서울특별시,11110,종로구,contain,,SEB100000364,SEB,01245,single,,0,서울특별시
100000365,동대문역.흥인지문,동대문역.흥인지문,동대문역흥인지문,동대문역.흥인지문(중),37.5721524,127.0124191,11,서울특별시,11110,종로구,contain,,GGB100000365|SEB100000365,SEB,01037,merged_near,8.1,0,서울특별시
