chain_id,chain_name,line_group,line_raw,loop,seq,station_id,phys_id,name,lat,lon,status,source,src_no,src_name
seoul2,수도권 도시철도 2호선,2호선,2호선,1,23,seoul2-0223,seoul2-0223,교대(법원·검찰청),37.4939570,127.0144310,db,comp,223,교대(법원·검찰청)
seoul2,수도권 도시철도 2호선,2호선,2호선,1,24,seoul2-0224,seoul2-0224,서초,37.4919100,127.0076850,db,comp,224,서초
seoul2,수도권 도시철도 2호선,2호선,2호선,1,25,seoul2-0225,seoul2-0225,방배,37.4814690,126.9976270,db,comp,225,방배
seoul2,수도권 도시철도 2호선,2호선,2호선,1,26,seoul2-0226,seoul2-0226,사당,37.4765360,126.9816310,db,comp,226,사당
seoul2,수도권 도시철도 2호선,2호선,2호선,1,27,seoul2-0227,seoul2-0227,낙성대(강감찬),37.4771300,126.9635830,db,comp,227,낙성대
seoul2,수도권 도시철도 2호선,2호선,2호선,1,28,seoul2-0228,seoul2-0228,서울대입구(관악구청),37.4812330,126.9527450,db,comp,228,서울대입구(관악구청)
seoul2,수도권 도시철도 2호선,2호선,2호선,1,29,seoul2-0229,seoul2-0229,봉천,37.4824160,126.9416960,db,comp,229,봉천
seoul2,수도권 도시철도 2호선,2호선,2호선,1,30,seoul2-0230,seoul2-0230,신림,37.4842160,126.9295730,db,comp,230,신림
seoul2,수도권 도시철도 2호선,2호선,2호선,1,31,seoul2-0231,seoul2-0231,신대방,37.4876040,126.9134790,db,comp,231,신대방
seoul2,수도권 도시철도 2호선,2호선,2호선,1,32,seoul2-0232,seoul2-0232,구로디지털단지,37.4852931,126.9014560,db,comp,232,구로디지털단지
seoul2,수도권 도시철도 2호선,2호선,2호선,1,33,seoul2-0233,seoul2-0233,대림(구로구청),37.4932826,126.8949793,db,comp,233,대림(구로구청)
seoul2,수도권 도시철도 2호선,2호선,2호선,1,34,seoul2-0234,gyeongbu-1007,신도림,37.5088150,126.8912220,db,comp,234,신도림
seoul2,수도권 도시철도 2호선,2호선,2호선,1,35,seoul2-0235,seoul2-0235,문래,37.5179930,126.8947660,db,comp,235,문래
seoul2,수도권 도시철도 2호선,2호선,2호선,1,36,seoul2-0236,seoul2-0236,영등포구청,37.5257660,126.8966270,db,comp,236,영등포구청
seoul2,수도권 도시철도 2호선,2호선,2호선,1,37,seoul2-0237,seoul2-0237,당산,37.5348070,126.9026110,db,comp,237,당산
seoul2,수도권 도시철도 2호선,2호선,2호선,1,38,seoul2-0238,seoul2-0238,합정,37.5500250,126.9145570,db,comp,238,합정
seoul2,수도권 도시철도 2호선,2호선,2호선,1,39,seoul2-0239,arex-A03,홍대입구,37.5567480,126.9236430,db,comp,239,홍대입구
seoul2,수도권 도시철도 2호선,2호선,2호선,1,40,seoul2-0240,seoul2-0240,신촌(지하),37.5551530,126.9368900,db,comp,240,신촌
seoul2,수도권 도시철도 2호선,2호선,2호선,1,41,seoul2-0241,seoul2-0241,이대,37.5567340,126.9458970,db,comp,241,이대
seoul2,수도권 도시철도 2호선,2호선,2호선,1,42,seoul2-0242,seoul2-0242,아현,37.5574070,126.9560790,db,comp,242,아현
seoul2,수도권 도시철도 2호선,2호선,2호선,1,43,seoul2-0243,seoul2-0243,충정로(경기대입구),37.5597420,126.9644550,db,comp,243,충정로(경기대입구)
seoul2:성수지선,수도권 도시철도 2호선,2호선,2호선,0,1,seoul2-0211,seoul2-0211,성수,37.5446280,127.0559830,db,added,,
seoul2:성수지선,수도권 도시철도 2호선,2호선,2호선,0,2,seoul2-2111,seoul2-2111,용답,37.5620660,127.0508786,db,comp,211-1,용답
seoul2:성수지선,수도권 도시철도 2호선,2호선,2호선,0,3,seoul2-2112,seoul2-2112,신답,37.5698470,127.0470480,db,comp,211-2,신답
seoul2:성수지선,수도권 도시철도 2호선,2호선,2호선,0,4,seoul2-2113,seoul2-2113,용두(동대문구청),37.5740120,127.0381100,db,comp,211-3,용두(동대문구청)
seoul2:성수지선,수도권 도시철도 2호선,2호선,2호선,0,5,seoul2-2114,seoul1-0126,신설동,37.5746530,127.0251580,db,comp,211-4,신설동
seoul2:신정지선,수도권 도시철도 2호선,2호선,2호선,0,1,seoul2-0234,gyeongbu-1007,신도림,37.5088150,126.8912220,db,added,,
seoul2:신정지선,수도권 도시철도 2호선,2호선,2호선,0,2,seoul2-2341,seoul2-2341,도림천,37.5145589,126.8825860,db,comp,234-1,도림천
seoul2:신정지선,수도권 도시철도 2호선,2호선,2호선,0,3,seoul2-2342,seoul2-2342,양천구청,37.5123294,126.8655930,db,comp,234-2,양천구청
seoul2:신정지선,수도권 도시철도 2호선,2호선,2호선,0,4,seoul2-2343,seoul2-2343,신정네거리,37.5202180,126.8528490,db,comp,234-3,신정네거리
seoul2:신정지선,수도권 도시철도 2호선,2호선,2호선,0,5,seoul5-0518,seoul5-0518,까치산,37.5322000,126.8464500,db,comp,234-4,까치산
seoul5,수도권 도시철도 5호선,5호선,5호선,0,1,seoul5-0510,seoul5-0510,방화,37.5776690,126.8128220,db,comp,510,방화
seoul5,수도권 도시철도 5호선,5호선,5호선,0,2,seoul5-0511,seoul5-0511,개화산,37.5724580,126.8068380,db,comp,511,개화산
seoul5,수도권 도시철도 5호선,5호선,5호선,0,3,seoul5-0512,arex-A05,김포공항,37.5621700,126.8012730,db,comp,512,김포공항
seoul5,수도권 도시철도 5호선,5호선,5호선,0,4,seoul5-0513,seoul5-0513,송정,37.5612010,126.8120520,db,comp,513,송정
seoul5,수도권 도시철도 5호선,5호선,5호선,0,5,seoul5-0514,seoul5-0514,마곡,37.5602030,126.8246990,db,comp,514,마곡
seoul5,수도권 도시철도 5호선,5호선,5호선,0,6,seoul5-0515,seoul5-0515,발산,37.5586920,126.8376330,db,comp,515,발산
seoul5,수도권 도시철도 5호선,5호선,5호선,0,7,seoul5-0516,seoul5-0516,우장산,37.5488640,126.8363300,db,comp,516,우장산
