chain_id,chain_name,line_group,line_raw,loop,seq,station_id,phys_id,name,lat,lon,status,source,src_no,src_name
seoul5,수도권 도시철도 5호선,5호선,5호선,0,8,seoul5-0517,seoul5-0517,화곡,37.5415850,126.8404360,db,comp,517,화곡
seoul5,수도권 도시철도 5호선,5호선,5호선,0,9,seoul5-0518,seoul5-0518,까치산,37.5322000,126.8464500,db,comp,518,까치산
seoul5,수도권 도시철도 5호선,5호선,5호선,0,10,seoul5-0519,seoul5-0519,신정(은행정),37.5250010,126.8561760,db,comp,519,신정(은행정)
seoul5,수도권 도시철도 5호선,5호선,5호선,0,11,seoul5-0520,seoul5-0520,목동,37.5260880,126.8642960,db,comp,520,목동
seoul5,수도권 도시철도 5호선,5호선,5호선,0,12,seoul5-0521,seoul5-0521,오목교(목동운동장앞),37.5245570,126.8750490,db,comp,521,오목교(목동운동장앞)
seoul5,수도권 도시철도 5호선,5호선,5호선,0,13,seoul5-0522,seoul5-0522,양평,37.5256140,126.8861770,db,comp,522,양평
seoul5,수도권 도시철도 5호선,5호선,5호선,0,14,seoul5-0523,seoul2-0236,영등포구청,37.5242090,126.8950220,db,comp,523,영등포구청
seoul5,수도권 도시철도 5호선,5호선,5호선,0,15,seoul5-0524,seoul5-0524,영등포시장,37.5227600,126.9051430,db,comp,524,영등포시장
seoul5,수도권 도시철도 5호선,5호선,5호선,0,16,seoul5-0525,gyeongbu-1032,신길,37.5176300,126.9148860,db,comp,525,신길
seoul5,수도권 도시철도 5호선,5호선,5호선,0,17,seoul5-0526,seoul5-0526,여의도,37.5216780,126.9243180,db,comp,526,여의도
seoul5,수도권 도시철도 5호선,5호선,5호선,0,18,seoul5-0527,seoul5-0527,여의나루,37.5270450,126.9328070,db,comp,527,여의나루
seoul5,수도권 도시철도 5호선,5호선,5호선,0,19,seoul5-0528,seoul5-0528,마포,37.5397180,126.9460430,db,comp,528,마포
seoul5,수도권 도시철도 5호선,5호선,5호선,0,20,seoul5-0529,arex-A02,공덕,37.5440050,126.9510580,db,comp,529,공덕
seoul5,수도권 도시철도 5호선,5호선,5호선,0,21,seoul5-0530,seoul5-0530,애오개,37.5535920,126.9567330,db,comp,530,애오개
seoul5,수도권 도시철도 5호선,5호선,5호선,0,22,seoul5-0531,seoul2-0243,충정로(경기대입구),37.5600610,126.9627830,db,comp,531,충정로(경기대입구)
seoul5,수도권 도시철도 5호선,5호선,5호선,0,23,seoul5-0532,seoul5-0532,서대문,37.5658120,126.9666390,db,comp,532,서대문
seoul5,수도권 도시철도 5호선,5호선,5호선,0,24,seoul5-0533,seoul5-0533,광화문(세종문화회관),37.5716450,126.9765680,db,comp,533,광화문(세종문화회관)
seoul5,수도권 도시철도 5호선,5호선,5호선,0,25,seoul5-0534,seoul1-0130,종로3가(탑골공원),37.5725460,126.9904470,db,comp,534,종로3가(탑골공원)
seoul5,수도권 도시철도 5호선,5호선,5호선,0,26,seoul5-0535,seoul2-0204,을지로4가,37.5672800,126.9981270,db,comp,535,을지로4가
seoul5,수도권 도시철도 5호선,5호선,5호선,0,27,seoul5-0536,seoul2-0205,동대문역사문화공원(DDP),37.5646820,127.0053300,db,comp,536,동대문역사문화공원
seoul5,수도권 도시철도 5호선,5호선,5호선,0,28,seoul5-0537,seoul5-0537,청구,37.5602370,127.0137900,db,comp,537,청구
seoul5,수도권 도시철도 5호선,5호선,5호선,0,29,seoul5-0538,seoul5-0538,신금호,37.5545040,127.0204030,db,comp,538,신금호
seoul5,수도권 도시철도 5호선,5호선,5호선,0,30,seoul5-0539,seoul5-0539,행당,37.5572970,127.0294820,db,comp,539,행당
seoul5,수도권 도시철도 5호선,5호선,5호선,0,31,seoul5-0540,bundang-1013,왕십리(성동구청),37.5619700,127.0372640,db,comp,540,왕십리
seoul5,수도권 도시철도 5호선,5호선,5호선,0,32,seoul5-0541,seoul5-0541,마장,37.5660660,127.0429210,db,comp,541,마장
seoul5,수도권 도시철도 5호선,5호선,5호선,0,33,seoul5-0542,seoul5-0542,답십리,37.5668330,127.0526600,db,comp,542,답십리
seoul5,수도권 도시철도 5호선,5호선,5호선,0,34,seoul5-0543,seoul5-0543,장한평,37.5614380,127.0646010,db,comp,543,장한평
seoul5,수도권 도시철도 5호선,5호선,5호선,0,35,seoul5-0544,seoul5-0544,군자(능동),37.5571020,127.0795590,db,comp,544,군자(능동)
seoul5,수도권 도시철도 5호선,5호선,5호선,0,36,seoul5-0545,seoul5-0545,아차산(어린이대공원후문),37.5520050,127.0896090,db,comp,545,아차산(어린이대공원후문)
seoul5,수도권 도시철도 5호선,5호선,5호선,0,37,seoul5-0546,seoul5-0546,광나루(장신대),37.5453010,127.1034780,db,comp,546,광나루(장신대)
seoul5,수도권 도시철도 5호선,5호선,5호선,0,38,seoul5-0547,seoul5-0547,천호(풍납토성),37.5385660,127.1235390,db,comp,547,천호(풍납토성)
seoul5,수도권 도시철도 5호선,5호선,5호선,0,39,seoul5-0548,seoul5-0548,강동,37.5358100,127.1324900,db,comp,548,강동
seoul5,수도권 도시철도 5호선,5호선,5호선,0,40,seoul5-0549,seoul5-0549,길동,37.5380220,127.1400850,db,comp,549,길동
seoul5,수도권 도시철도 5호선,5호선,5호선,0,41,seoul5-0550,seoul5-0550,굽은다리(강동구민회관앞),37.5454420,127.1428440,db,comp,550,굽은다리(강동구민회관앞)
seoul5,수도권 도시철도 5호선,5호선,5호선,0,42,seoul5-0551,seoul5-0551,명일,37.5513170,127.1440020,db,comp,551,명일
seoul5,수도권 도시철도 5호선,5호선,5호선,0,43,seoul5-0552,seoul5-0552,고덕,37.5550020,127.1542140,db,comp,552,고덕
seoul5,수도권 도시철도 5호선,5호선,5호선,0,44,seoul5-0553,seoul5-0553,상일동,37.5567140,127.1663810,db,comp,553,상일동
seoul5,수도권 도시철도 5호선,5호선,5호선,0,45,seoul5-0554,seoul5-0554,강일,37.5575210,127.1760180,db,comp,554,강일
seoul5,수도권 도시철도 5호선,5호선,5호선,0,46,seoul5-0555,seoul5-0555,미사,37.5630900,127.1929540,db,comp,555,미사
seoul5,수도권 도시철도 5호선,5호선,5호선,0,47,seoul5-0556,seoul5-0556,하남풍산,37.5522010,127.2038970,db,comp,556,하남풍산
seoul5,수도권 도시철도 5호선,5호선,5호선,0,48,seoul5-0557,seoul5-0557,하남시청(덕풍∙신장),37.5417230,127.2069010,db,comp,557,하남시청(덕풍∙신장)
seoul5,수도권 도시철도 5호선,5호선,5호선,0,49,seoul5-0558,seoul5-0558,하남검단산,37.5397290,127.2234270,db,comp,558,하남검단산
seoul6,수도권 도시철도 6호선,6호선,6호선,0,1,seoul6-0610,seoul6-0610,응암,37.5985900,126.9155830,db,comp,610,응암
seoul6,수도권 도시철도 6호선,6호선,6호선,0,2,seoul6-0611,seoul6-0611,역촌,37.6060500,126.9227640,db,comp,611,역촌
seoul6,수도권 도시철도 6호선,6호선,6호선,0,3,seoul6-0612,seoul3-0322,불광,37.6109190,126.9295040,db,comp,612,불광
seoul6,수도권 도시철도 6호선,6호선,6호선,0,4,seoul6-0613,seoul6-0613,독바위,37.6184130,126.9330350,db,comp,613,독바위
seoul6,수도권 도시철도 6호선,6호선,6호선,0,5,seoul6-0614,gtxa-N04,연신내,37.6184830,126.9204030,db,comp,614,연신내
seoul6,수도권 도시철도 6호선,6호선,6호선,0,6,seoul6-0615,seoul6-0615,구산,37.6111960,126.9172519,db,comp,615,구산
seoul6,수도권 도시철도 6호선,6호선,6호선,0,7,seoul6-0610,seoul6-0610,응암,37.5985900,126.9155830,db,added,,
seoul6,수도권 도시철도 6호선,6호선,6호선,0,8,seoul6-0616,seoul6-0616,새절(신사),37.5911480,126.9136130,db,comp,616,새절(신사)
seoul6,수도권 도시철도 6호선,6호선,6호선,0,9,seoul6-0617,seoul6-0617,증산(명지대앞),37.5839890,126.9097850,db,comp,617,증산(명지대앞)
seoul6,수도권 도시철도 6호선,6호선,6호선,0,10,seoul6-0618,arex-A04,디지털미디어시티,37.5760805,126.9013430,db,comp,618,디지털미디어시티
seoul6,수도권 도시철도 6호선,6호선,6호선,0,11,seoul6-0619,seoul6-0619,월드컵경기장(성산),37.5694390,126.8990770,db,comp,619,월드컵경기장(성산)
seoul6,수도권 도시철도 6호선,6호선,6호선,0,12,seoul6-0620,seoul6-0620,마포구청,37.5635290,126.9033560,db,comp,620,마포구청
seoul6,수도권 도시철도 6호선,6호선,6호선,0,13,seoul6-0621,seoul6-0621,망원,37.5560310,126.9101290,db,comp,621,망원
seoul6,수도권 도시철도 6호선,6호선,6호선,0,14,seoul6-0622,seoul2-0238,합정,37.5490330,126.9135460,db,comp,622,합정
seoul6,수도권 도시철도 6호선,6호선,6호선,0,15,seoul6-0623,seoul6-0623,상수,37.5477040,126.9229200,db,comp,623,상수
seoul6,수도권 도시철도 6호선,6호선,6호선,0,16,seoul6-0624,seoul6-0624,광흥창(서강),37.5474640,126.9319710,db,comp,624,광흥창(서강)
seoul6,수도권 도시철도 6호선,6호선,6호선,0,17,seoul6-0625,seoul6-0625,대흥(서강대앞),37.5477320,126.9422140,db,comp,625,대흥(서강대앞)
seoul6,수도권 도시철도 6호선,6호선,6호선,0,18,seoul6-0626,arex-A02,공덕,37.5435920,126.9516640,db,comp,626,공덕
seoul6,수도권 도시철도 6호선,6호선,6호선,0,19,seoul6-0627,gyeongui-1261,효창공원앞,37.5392790,126.9613480,db,comp,627,효창공원앞
seoul6,수도권 도시철도 6호선,6호선,6호선,0,20,seoul6-0628,seoul4-0428,삼각지(전쟁기념관),37.5355630,126.9739960,db,comp,628,삼각지(전쟁기념관)
seoul6,수도권 도시철도 6호선,6호선,6호선,0,21,seoul6-0629,seoul6-0629,녹사평(용산구청),37.5346900,126.9866500,db,comp,629,녹사평(용산구청)
seoul6,수도권 도시철도 6호선,6호선,6호선,0,22,seoul6-0630,seoul6-0630,이태원,37.5344850,126.9943690,db,comp,630,이태원
seoul6,수도권 도시철도 6호선,6호선,6호선,0,23,seoul6-0631,seoul6-0631,한강진,37.5395600,127.0017290,db,comp,631,한강진
seoul6,수도권 도시철도 6호선,6호선,6호선,0,24,seoul6-0632,seoul6-0632,버티고개,37.5479330,127.0069480,db,comp,632,버티고개
seoul6,수도권 도시철도 6호선,6호선,6호선,0,25,seoul6-0633,seoul3-0333,약수,37.5540870,127.0102370,db,comp,633,약수
seoul6,수도권 도시철도 6호선,6호선,6호선,0,26,seoul6-0634,seoul5-0537,청구,37.5602210,127.0137760,db,comp,634,청구
seoul6,수도권 도시철도 6호선,6호선,6호선,0,27,seoul6-0635,seoul2-0206,신당,37.5661740,127.0161580,db,comp,635,신당
seoul6,수도권 도시철도 6호선,6호선,6호선,0,28,seoul6-0636,seoul1-0127,동묘앞,37.5722750,127.0156660,db,comp,636,동묘앞
seoul6,수도권 도시철도 6호선,6호선,6호선,0,29,seoul6-0637,seoul6-0637,창신,37.5797720,127.0152460,db,comp,637,창신
seoul6,수도권 도시철도 6호선,6호선,6호선,0,30,seoul6-0638,seoul6-0638,보문,37.5854260,127.0197220,db,comp,638,보문
seoul6,수도권 도시철도 6호선,6호선,6호선,0,31,seoul6-0639,seoul6-0639,안암(고대병원앞),37.5862610,127.0290300,db,comp,639,안암(고대병원앞)
seoul6,수도권 도시철도 6호선,6호선,6호선,0,32,seoul6-0640,seoul6-0640,고려대(종암),37.5903400,127.0362600,db,comp,640,고려대(종암)
seoul6,수도권 도시철도 6호선,6호선,6호선,0,33,seoul6-0641,seoul6-0641,월곡(동덕여대),37.6019200,127.0414920,db,comp,641,월곡(동덕여대)
seoul6,수도권 도시철도 6호선,6호선,6호선,0,34,seoul6-0642,seoul6-0642,상월곡(한국과학기술연구원),37.6063920,127.0485090,db,comp,642,상월곡(한국과학기술연구원)
seoul6,수도권 도시철도 6호선,6호선,6호선,0,35,seoul6-0643,seoul6-0643,돌곶이,37.6105220,127.0564190,db,comp,643,돌곶이
seoul6,수도권 도시철도 6호선,6호선,6호선,0,36,seoul6-0644,gyeongwon-1018,석계,37.6149370,127.0659220,db,comp,644,석계
seoul6,수도권 도시철도 6호선,6호선,6호선,0,37,seoul6-0645,seoul6-0645,태릉입구,37.6173190,127.0747410,db,comp,645,태릉입구
seoul6,수도권 도시철도 6호선,6호선,6호선,0,38,seoul6-0646,seoul6-0646,화랑대(서울여대입구),37.6198750,127.0841060,db,comp,646,화랑대(서울여대입구)
seoul6,수도권 도시철도 6호선,6호선,6호선,0,39,seoul6-0647,seoul6-0647,봉화산(서울의료원),37.6174290,127.0912326,db,comp,647,봉화산(서울의료원)
seoul6,수도권 도시철도 6호선,6호선,6호선,0,40,seoul6-0648,gyeongchun-1311,신내,37.6125710,127.1043260,db,comp,648,신내
seoul7,수도권 도시철도 7호선,7호선,7호선,0,1,seoul7-0709,seoul7-0709,장암,37.7001500,127.0531260,db,comp,709,장암
seoul7,수도권 도시철도 7호선,7호선,7호선,0,2,seoul7-0710,gyeongwon-1903,도봉산,37.6891310,127.0465480,db,comp,710,도봉산
seoul7,수도권 도시철도 7호선,7호선,7호선,0,3,seoul7-0711,seoul7-0711,수락산,37.6778040,127.0553140,db,comp,711,수락산
seoul7,수도권 도시철도 7호선,7호선,7호선,0,4,seoul7-0712,seoul7-0712,마들,37.6649850,127.0577010,db,comp,712,마들
seoul7,수도권 도시철도 7호선,7호선,7호선,0,5,seoul7-0713,seoul7-0713,노원,37.6544780,127.0605550,db,comp,713,노원
seoul7,수도권 도시철도 7호선,7호선,7호선,0,6,seoul7-0714,seoul7-0714,중계,37.6450520,127.0640840,db,comp,714,중계
seoul7,수도권 도시철도 7호선,7호선,7호선,0,7,seoul7-0715,seoul7-0715,하계,37.6363630,127.0679990,db,comp,715,하계
seoul7,수도권 도시철도 7호선,7호선,7호선,0,8,seoul7-0716,seoul7-0716,공릉(서울과학기술대),37.6256420,127.0729690,db,comp,716,공릉(서울과학기술대)
seoul7,수도권 도시철도 7호선,7호선,7호선,0,9,seoul7-0717,seoul6-0645,태릉입구,37.6185190,127.0753610,db,comp,717,태릉입구
seoul7,수도권 도시철도 7호선,7호선,7호선,0,10,seoul7-0718,seoul7-0718,먹골,37.6106380,127.0777190,db,comp,718,먹골
seoul7,수도권 도시철도 7호선,7호선,7호선,0,11,seoul7-0719,seoul7-0719,중화,37.6026040,127.0792540,db,comp,719,중화
seoul7,수도권 도시철도 7호선,7호선,7호선,0,12,seoul7-0720,gyeongchun-1202,상봉,37.5956730,127.0857080,db,comp,720,상봉
seoul7,수도권 도시철도 7호선,7호선,7호선,0,13,seoul7-0721,seoul7-0721,면목,37.5886710,127.0875030,db,comp,721,면목
seoul7,수도권 도시철도 7호선,7호선,7호선,0,14,seoul7-0722,seoul7-0722,사가정,37.5809120,127.0885020,db,comp,722,사가정
seoul7,수도권 도시철도 7호선,7호선,7호선,0,15,seoul7-0723,seoul7-0723,용마산(용마폭포공원),37.5737520,127.0868020,db,comp,723,용마산
seoul7,수도권 도시철도 7호선,7호선,7호선,0,16,seoul7-0724,seoul7-0724,중곡,37.5658770,127.0842910,db,comp,724,중곡
seoul7,수도권 도시철도 7호선,7호선,7호선,0,17,seoul7-0725,seoul5-0544,군자(능동),37.5571510,127.0794840,db,comp,725,군자(능동)
seoul7,수도권 도시철도 7호선,7호선,7호선,0,18,seoul7-0726,seoul7-0726,어린이대공원(세종대),37.5479620,127.0746500,db,comp,726,어린이대공원(세종대)
seoul7,수도권 도시철도 7호선,7호선,7호선,0,19,seoul7-0727,seoul2-0212,건대입구,37.5408820,127.0711030,db,comp,727,건대입구
seoul7,수도권 도시철도 7호선,7호선,7호선,0,20,seoul7-0728,seoul7-0728,자양(뚝섬한강공원),37.5315580,127.0667140,db,comp,728,자양(뚝섬한강공원)
seoul7,수도권 도시철도 7호선,7호선,7호선,0,21,seoul7-0729,seoul7-0729,청담,37.5190970,127.0518510,db,comp,729,청담
seoul7,수도권 도시철도 7호선,7호선,7호선,0,22,seoul7-0730,bundang-1849,강남구청,37.5171850,127.0412200,db,comp,730,강남구청
seoul7,수도권 도시철도 7호선,7호선,7호선,0,23,seoul7-0731,seoul7-0731,학동,37.5142620,127.0317380,db,comp,731,학동
seoul7,수도권 도시철도 7호선,7호선,7호선,0,24,seoul7-0732,seoul7-0732,논현,37.5111080,127.0213850,db,comp,732,논현
seoul7,수도권 도시철도 7호선,7호선,7호선,0,25,seoul7-0733,seoul7-0733,반포,37.5081710,127.0117170,db,comp,733,반포
seoul7,수도권 도시철도 7호선,7호선,7호선,0,26,seoul7-0734,seoul3-0339,고속터미널,37.5033870,127.0050550,db,comp,734,고속터미널
seoul7,수도권 도시철도 7호선,7호선,7호선,0,27,seoul7-0735,seoul7-0735,내방,37.4876400,126.9935410,db,comp,735,내방
seoul7,수도권 도시철도 7호선,7호선,7호선,0,28,seoul7-0736,seoul7-0736,이수,37.4852580,126.9817660,db,comp,736,이수
seoul7,수도권 도시철도 7호선,7호선,7호선,0,29,seoul7-0737,seoul7-0737,남성,37.4846880,126.9711080,db,comp,737,남성
seoul7,수도권 도시철도 7호선,7호선,7호선,0,30,seoul7-0738,seoul7-0738,숭실대입구(살피재),37.4962580,126.9536490,db,comp,738,숭실대입구(살피재)
seoul7,수도권 도시철도 7호선,7호선,7호선,0,31,seoul7-0739,seoul7-0739,상도,37.5027900,126.9479490,db,comp,739,상도
seoul7,수도권 도시철도 7호선,7호선,7호선,0,32,seoul7-0740,seoul7-0740,장승배기,37.5048450,126.9390250,db,comp,740,장승배기
seoul7,수도권 도시철도 7호선,7호선,7호선,0,33,seoul7-0741,seoul7-0741,신대방삼거리,37.4997170,126.9282180,db,comp,741,신대방삼거리
seoul7,수도권 도시철도 7호선,7호선,7호선,0,34,seoul7-0742,seoul7-0742,보라매,37.4999160,126.9201120,db,comp,742,보라매
seoul7,수도권 도시철도 7호선,7호선,7호선,0,35,seoul7-0743,seoul7-0743,신풍,37.5001070,126.9098060,db,comp,743,신풍
seoul7,수도권 도시철도 7호선,7호선,7호선,0,36,seoul7-0744,seoul2-0233,대림(구로구청),37.4929840,126.8969970,db,comp,744,대림(구로구청)
seoul7,수도권 도시철도 7호선,7호선,7호선,0,37,seoul7-0745,seoul7-0745,남구로,37.4861810,126.8873720,db,comp,745,남구로
seoul7,수도권 도시철도 7호선,7호선,7호선,0,38,seoul7-0746,gyeongbu-1702,가산디지털단지,37.4803760,126.8827040,db,comp,746,가산디지털단지
seoul7,수도권 도시철도 7호선,7호선,7호선,0,39,seoul7-0747,seoul7-0747,철산,37.4761600,126.8682170,db,comp,747,철산
seoul7,수도권 도시철도 7호선,7호선,7호선,0,40,seoul7-0748,seoul7-0748,광명사거리,37.4792700,126.8548540,db,comp,748,광명사거리
seoul7,수도권 도시철도 7호선,7호선,7호선,0,41,seoul7-0749,seoul7-0749,천왕,37.4866990,126.8386840,db,comp,749,천왕
seoul7,수도권 도시철도 7호선,7호선,7호선,0,42,seoul7-0750,gyeongin-1821,온수(성공회대입구),37.4920590,126.8232940,db,comp,750,온수(성공회대입구)
incheon7,도시철도 7호선,7호선,도시철도 7호선,0,1,seoul7-0750,gyeongin-1821,온수(성공회대입구),37.4920590,126.8232940,db,added,,
incheon7,도시철도 7호선,7호선,도시철도 7호선,0,2,incheon7-3753,incheon7-3753,까치울,37.5062360,126.8109500,db,comp,3753,까치울역
incheon7,도시철도 7호선,7호선,도시철도 7호선,0,3,incheon7-3754,incheon7-3754,부천종합운동장,37.5053810,126.7973500,db,comp,3754,부천종합운동장역
incheon7,도시철도 7호선,7호선,도시철도 7호선,0,4,incheon7-3755,incheon7-3755,춘의,37.5036500,126.7870690,db,comp,3755,춘의역
incheon7,도시철도 7호선,7호선,도시철도 7호선,0,5,incheon7-3756,incheon7-3756,신중동,37.5030810,126.7761610,db,comp,3756,신중동역
incheon7,도시철도 7호선,7호선,도시철도 7호선,0,6,incheon7-3757,incheon7-3757,부천시청,37.5046110,126.7635610,db,comp,3757,부천시청역
incheon7,도시철도 7호선,7호선,도시철도 7호선,0,7,incheon7-3758,incheon7-3758,상동,37.5057690,126.7530810,db,comp,3758,상동역
seoul8,수도권 도시철도 8호선,8호선,8호선,0,1,seoul8-806,seoul8-806,동구릉,37.6105560,127.1350560,db,added,,
seoul8,수도권 도시철도 8호선,8호선,8호선,0,2,seoul8-807,gyeongui-1205,구리(구리전통시장),37.6025600,127.1407300,db,added,,
seoul8,수도권 도시철도 8호선,8호선,8호선,0,3,seoul8-808,seoul8-808,장자호수공원,37.5872220,127.1379300,db,added,,
seoul8,수도권 도시철도 8호선,8호선,8호선,0,4,seoul8-0809,seoul8-0809,암사역사공원,37.5571670,127.1375560,db,comp,809,암사역사공원
seoul8,수도권 도시철도 8호선,8호선,8호선,0,5,seoul8-0810,seoul8-0810,암사,37.5501270,127.1275210,db,comp,810,암사
seoul8,수도권 도시철도 8호선,8호선,8호선,0,6,seoul8-0811,seoul5-0547,천호(풍납토성),37.5379200,127.1231790,db,comp,811,천호(풍납토성)
seoul8,수도권 도시철도 8호선,8호선,8호선,0,7,seoul8-0812,seoul8-0812,강동구청,37.5303480,127.1204610,db,comp,812,강동구청
seoul8,수도권 도시철도 8호선,8호선,8호선,0,8,seoul8-0813,seoul8-0813,몽촌토성(평화의문),37.5176920,127.1127400,db,comp,813,몽촌토성(평화의문)
seoul8,수도권 도시철도 8호선,8호선,8호선,0,9,seoul8-0814,seoul8-0814,잠실(송파구청),37.5146490,127.1042670,db,comp,814,잠실(송파구청)
seoul8,수도권 도시철도 8호선,8호선,8호선,0,10,seoul8-0815,metro9-4133,석촌,37.5053960,127.1069950,db,comp,815,석촌
seoul8,수도권 도시철도 8호선,8호선,8호선,0,11,seoul8-0816,seoul8-0816,송파,37.4997800,127.1121200,db,comp,816,송파
seoul8,수도권 도시철도 8호선,8호선,8호선,0,12,seoul8-0817,seoul3-0350,가락시장,37.4930040,127.1182790,db,comp,817,가락시장
seoul8,수도권 도시철도 8호선,8호선,8호선,0,13,seoul8-0818,seoul8-0818,문정,37.4859310,127.1224730,db,comp,818,문정
seoul8,수도권 도시철도 8호선,8호선,8호선,0,14,seoul8-0819,seoul8-0819,장지,37.4786090,127.1262290,db,comp,819,장지
seoul8,수도권 도시철도 8호선,8호선,8호선,0,15,seoul8-0820,bundang-1031,복정,37.4710160,127.1267460,db,comp,820,복정
seoul8,수도권 도시철도 8호선,8호선,8호선,0,16,seoul8-0821,seoul8-0821,남위례,37.4628390,127.1390470,db,comp,821,남위례
seoul8,수도권 도시철도 8호선,8호선,8호선,0,17,seoul8-0822,seoul8-0822,산성,37.4568860,127.1499270,db,comp,822,산성
seoul8,수도권 도시철도 8호선,8호선,8호선,0,18,seoul8-0823,seoul8-0823,남한산성입구(성남법원·검찰청),37.4515680,127.1598450,db,comp,823,남한산성입구(성남법원·검찰청)
seoul8,수도권 도시철도 8호선,8호선,8호선,0,19,seoul8-0824,seoul8-0824,단대오거리,37.4450570,127.1567350,db,comp,824,단대오거리
seoul8,수도권 도시철도 8호선,8호선,8호선,0,20,seoul8-0825,seoul8-0825,신흥,37.4409520,127.1475900,db,comp,825,신흥
seoul8,수도권 도시철도 8호선,8호선,8호선,0,21,seoul8-0826,seoul8-0826,수진,37.4375750,127.1409360,db,comp,826,수진
seoul8,수도권 도시철도 8호선,8호선,8호선,0,22,seoul8-0827,bundang-1853,모란,37.4339880,127.1299210,db,comp,827,모란
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,1,seoul9-4101,seoul9-4101,개화,37.5785910,126.7978330,db,comp,4101,개화
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,2,seoul9-4102,arex-A05,김포공항,37.5620560,126.8016330,db,comp,4102,김포공항
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,3,seoul9-4103,seoul9-4103,공항시장,37.5637260,126.8106780,db,comp,4103,공항시장
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,4,seoul9-4104,seoul9-4104,신방화,37.5675000,126.8166670,db,comp,4104,신방화
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,5,seoul9-4105,arex-A042,마곡나루(서울식물원),37.5667170,126.8276071,db,comp,4105,마곡나루(서울식물원)
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,6,seoul9-4106,seoul9-4106,양천향교,37.5683330,126.8413890,db,comp,4106,양천향교
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,7,seoul9-4107,seoul9-4107,가양,37.5611110,126.8550780,db,comp,4107,가양
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,8,seoul9-4108,seoul9-4108,증미,37.5578500,126.8610670,db,comp,4108,증미
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,9,seoul9-4109,seoul9-4109,등촌,37.5511110,126.8647220,db,comp,4109,등촌
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,10,seoul9-4110,seoul9-4110,염창,37.5469440,126.8747220,db,comp,4110,염창
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,11,seoul9-4111,seoul9-4111,신목동,37.5441670,126.8830560,db,comp,4111,신목동
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,12,seoul9-4112,seoul9-4112,선유도,37.5377780,126.8938890,db,comp,4112,선유도
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,13,seoul9-4113,seoul2-0237,당산,37.5338440,126.9022220,db,comp,4113,당산
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,14,seoul9-4114,seoul9-4114,국회의사당,37.5281050,126.9178740,db,comp,4114,국회의사당
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,15,seoul9-4115,seoul5-0526,여의도,37.5217440,126.9241670,db,comp,4115,여의도
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,16,seoul9-4116,seoul9-4116,샛강,37.5173000,126.9284000,db,comp,4116,샛강
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,17,seoul9-4117,gyeongbu-1004,노량진,37.5136670,126.9409170,db,comp,4117,노량진
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,18,seoul9-4118,seoul9-4118,노들,37.5127260,126.9530960,db,comp,4118,노들
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,19,seoul9-4119,seoul9-4119,흑석(중앙대입구),37.5088890,126.9636110,db,comp,4119,흑석(중앙대입구)
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,20,seoul9-4120,seoul4-0431,동작(현충원),37.5028780,126.9782780,db,comp,4120,동작(현충원)
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,21,seoul9-4121,seoul9-4121,구반포,37.5013890,126.9872220,db,comp,4121,구반포
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,22,seoul9-4122,seoul9-4122,신반포,37.5035033,126.9960440,db,comp,4122,신반포
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,23,seoul9-4123,seoul3-0339,고속터미널,37.5059330,127.0040440,db,comp,4123,고속터미널
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,24,seoul9-4124,seoul9-4124,사평,37.5041610,127.0152190,db,comp,4124,사평
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,25,seoul9-4125,seoul9-4125,신논현,37.5044440,127.0244170,db,comp,4125,신논현
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,26,metro9-4126,metro9-4126,언주,37.5072870,127.0338680,db,comp,4126,언주
seoul9,서울 도시철도 9호선,9호선,서울 도시철도 9호선,0,27,metro9-4127,bundang-1850,선정릉,37.5102800,127.0437593,db,comp,4127,선정릉
